Datum von;Datum bis;Photovoltaik [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen
01.12.25 00:00;01.12.25 00:15;0;0
01.12.25 00:15;01.12.25 00:30;0;0
01.12.25 00:30;01.12.25 00:45;0;0
01.12.25 00:45;01.12.25 01:00;0;0
01.12.25 01:00;01.12.25 01:15;0;0
01.12.25 01:15;01.12.25 01:30;0;0
01.12.25 01:30;01.12.25 01:45;0;0
01.12.25 01:45;01.12.25 02:00;0;0
01.12.25 02:00;01.12.25 02:15;0;0
01.12.25 02:15;01.12.25 02:30;0;0
01.12.25 02:30;01.12.25 02:45;0;0
01.12.25 02:45;01.12.25 03:00;0;0
01.12.25 03:00;01.12.25 03:15;0;0
01.12.25 03:15;01.12.25 03:30;0;0
01.12.25 03:30;01.12.25 03:45;0;0
01.12.25 03:45;01.12.25 04:00;0;0
01.12.25 04:00;01.12.25 04:15;0;0
01.12.25 04:15;01.12.25 04:30;0;0
01.12.25 04:30;01.12.25 04:45;0;0
01.12.25 04:45;01.12.25 05:00;0;0
01.12.25 05:00;01.12.25 05:15;0;0
01.12.25 05:15;01.12.25 05:30;0;0
01.12.25 05:30;01.12.25 05:45;0;0
01.12.25 05:45;01.12.25 06:00;0;0
01.12.25 06:00;01.12.25 06:15;0;0
01.12.25 06:15;01.12.25 06:30;0;0
01.12.25 06:30;01.12.25 06:45;0;0
01.12.25 06:45;01.12.25 07:00;0;0
01.12.25 07:00;01.12.25 07:15;0;0
01.12.25 07:15;01.12.25 07:30;0;0
01.12.25 07:30;01.12.25 07:45;0,00000056;0,14
01.12.25 07:45;01.12.25 08:00;0,00009884;24,71
01.12.25 08:00;01.12.25 08:15;0,00039224;98,06
01.12.25 08:15;01.12.25 08:30;0,00107216;268,04
01.12.25 08:30;01.12.25 08:45;0,00210144;525,36
01.12.25 08:45;01.12.25 09:00;0,00331856;829,64
01.12.25 09:00;01.12.25 09:15;0,0046446;1.161,15
01.12.25 09:15;01.12.25 09:30;0,00606108;1.515,27
01.12.25 09:30;01.12.25 09:45;0,0074656;1.866,40
01.12.25 09:45;01.12.25 10:00;0,00880288;2.200,72
01.12.25 10:00;01.12.25 10:15;0,01006656;2.516,64
01.12.25 10:15;01.12.25 10:30;0,01122804;2.807,01
01.12.25 10:30;01.12.25 10:45;0,01226836;3.067,09
01.12.25 10:45;01.12.25 11:00;0,013156;3.289,00
01.12.25 11:00;01.12.25 11:15;0,01389176;3.472,94
01.12.25 11:15;01.12.25 11:30;0,01445224;3.613,06
01.12.25 11:30;01.12.25 11:45;0,01483632;3.709,08
01.12.25 11:45;01.12.25 12:00;0,01503296;3.758,24
01.12.25 12:00;01.12.25 12:15;0,01503072;3.757,68
01.12.25 12:15;01.12.25 12:30;0,01484516;3.711,29
01.12.25 12:30;01.12.25 12:45;0,01449644;3.624,11
01.12.25 12:45;01.12.25 13:00;0,01400256;3.500,64
01.12.25 13:00;01.12.25 13:15;0,01336796;3.341,99
01.12.25 13:15;01.12.25 13:30;0,012616;3.154,00
01.12.25 13:30;01.12.25 13:45;0,01173288;2.933,22
01.12.25 13:45;01.12.25 14:00;0,01072436;2.681,09
01.12.25 14:00;01.12.25 14:15;0,009603;2.400,75
01.12.25 14:15;01.12.25 14:30;0,008394;2.098,50
01.12.25 14:30;01.12.25 14:45;0,00709308;1.773,27
01.12.25 14:45;01.12.25 15:00;0,00576924;1.442,31
01.12.25 15:00;01.12.25 15:15;0,004467;1.116,75
01.12.25 15:15;01.12.25 15:30;0,00320416;801,04
01.12.25 15:30;01.12.25 15:45;0,00204164;510,41
01.12.25 15:45;01.12.25 16:00;0,00109288;273,22
01.12.25 16:00;01.12.25 16:15;0,00046508;116,27
01.12.25 16:15;01.12.25 16:30;0,0001706;42,65
01.12.25 16:30;01.12.25 16:45;0,00005552;13,88
01.12.25 16:45;01.12.25 17:00;0,00000952;2,38
01.12.25 17:00;01.12.25 17:15;0;0
01.12.25 17:15;01.12.25 17:30;0;0
01.12.25 17:30;01.12.25 17:45;0;0
01.12.25 17:45;01.12.25 18:00;0;0
01.12.25 18:00;01.12.25 18:15;0;0
01.12.25 18:15;01.12.25 18:30;0;0
01.12.25 18:30;01.12.25 18:45;0;0
01.12.25 18:45;01.12.25 19:00;0;0
01.12.25 19:00;01.12.25 19:15;0;0
01.12.25 19:15;01.12.25 19:30;0;0
01.12.25 19:30;01.12.25 19:45;0;0
01.12.25 19:45;01.12.25 20:00;0;0
01.12.25 20:00;01.12.25 20:15;0;0
01.12.25 20:15;01.12.25 20:30;0;0
01.12.25 20:30;01.12.25 20:45;0;0
01.12.25 20:45;01.12.25 21:00;0;0
01.12.25 21:00;01.12.25 21:15;0;0
01.12.25 21:15;01.12.25 21:30;0;0
01.12.25 21:30;01.12.25 21:45;0;0
01.12.25 21:45;01.12.25 22:00;0;0
01.12.25 22:00;01.12.25 22:15;0;0
01.12.25 22:15;01.12.25 22:30;0;0
01.12.25 22:30;01.12.25 22:45;0;0
01.12.25 22:45;01.12.25 23:00;0;0
01.12.25 23:00;01.12.25 23:15;0;0
01.12.25 23:15;01.12.25 23:30;0;0
01.12.25 23:30;01.12.25 23:45;0;0
01.12.25 23:45;02.12.25 00:00;0;0
02.12.25 00:00;02.12.25 00:15;0;0
02.12.25 00:15;02.12.25 00:30;0;0
02.12.25 00:30;02.12.25 00:45;0;0
02.12.25 00:45;02.12.25 01:00;0;0
02.12.25 01:00;02.12.25 01:15;0;0
02.12.25 01:15;02.12.25 01:30;0;0
02.12.25 01:30;02.12.25 01:45;0;0
02.12.25 01:45;02.12.25 02:00;0;0
02.12.25 02:00;02.12.25 02:15;0;0
02.12.25 02:15;02.12.25 02:30;0;0
02.12.25 02:30;02.12.25 02:45;0;0
02.12.25 02:45;02.12.25 03:00;0;0
02.12.25 03:00;02.12.25 03:15;0;0
02.12.25 03:15;02.12.25 03:30;0;0
02.12.25 03:30;02.12.25 03:45;0;0
02.12.25 03:45;02.12.25 04:00;0;0
02.12.25 04:00;02.12.25 04:15;0;0
02.12.25 04:15;02.12.25 04:30;0;0
02.12.25 04:30;02.12.25 04:45;0;0
02.12.25 04:45;02.12.25 05:00;0;0
02.12.25 05:00;02.12.25 05:15;0;0
02.12.25 05:15;02.12.25 05:30;0;0
02.12.25 05:30;02.12.25 05:45;0;0
02.12.25 05:45;02.12.25 06:00;0;0
02.12.25 06:00;02.12.25 06:15;0;0
02.12.25 06:15;02.12.25 06:30;0;0
02.12.25 06:30;02.12.25 06:45;0;0
02.12.25 06:45;02.12.25 07:00;0;0
02.12.25 07:00;02.12.25 07:15;0;0
02.12.25 07:15;02.12.25 07:30;0;0
02.12.25 07:30;02.12.25 07:45;0,00000332;0,83
02.12.25 07:45;02.12.25 08:00;0,0001066;26,65
02.12.25 08:00;02.12.25 08:15;0,00039168;97,92
02.12.25 08:15;02.12.25 08:30;0,00093408;233,52
02.12.25 08:30;02.12.25 08:45;0,00171236;428,09
02.12.25 08:45;02.12.25 09:00;0,00265352;663,38
02.12.25 09:00;02.12.25 09:15;0,00366172;915,43
02.12.25 09:15;02.12.25 09:30;0,00470728;1.176,82
02.12.25 09:30;02.12.25 09:45;0,00575672;1.439,18
02.12.25 09:45;02.12.25 10:00;0,0068238;1.705,95
02.12.25 10:00;02.12.25 10:15;0,00779024;1.947,56
02.12.25 10:15;02.12.25 10:30;0,00874536;2.186,34
02.12.25 10:30;02.12.25 10:45;0,00963484;2.408,71
02.12.25 10:45;02.12.25 11:00;0,0104476;2.611,90
02.12.25 11:00;02.12.25 11:15;0,01113196;2.782,99
02.12.25 11:15;02.12.25 11:30;0,01173616;2.934,04
02.12.25 11:30;02.12.25 11:45;0,01224424;3.061,06
02.12.25 11:45;02.12.25 12:00;0,01257988;3.144,97
02.12.25 12:00;02.12.25 12:15;0,01266216;3.165,54
02.12.25 12:15;02.12.25 12:30;0,01261136;3.152,84
02.12.25 12:30;02.12.25 12:45;0,01243588;3.108,97
02.12.25 12:45;02.12.25 13:00;0,01208184;3.020,46
02.12.25 13:00;02.12.25 13:15;0,01157192;2.892,98
02.12.25 13:15;02.12.25 13:30;0,0109498;2.737,45
02.12.25 13:30;02.12.25 13:45;0,01021764;2.554,41
02.12.25 13:45;02.12.25 14:00;0,00932624;2.331,56
02.12.25 14:00;02.12.25 14:15;0,00833672;2.084,18
02.12.25 14:15;02.12.25 14:30;0,00724824;1.812,06
02.12.25 14:30;02.12.25 14:45;0,00608112;1.520,28
02.12.25 14:45;02.12.25 15:00;0,0049182;1.229,55
02.12.25 15:00;02.12.25 15:15;0,00378416;946,04
02.12.25 15:15;02.12.25 15:30;0,00267264;668,16
02.12.25 15:30;02.12.25 15:45;0,00166668;416,67
02.12.25 15:45;02.12.25 16:00;0,000852;213
02.12.25 16:00;02.12.25 16:15;0,00036992;92,48
02.12.25 16:15;02.12.25 16:30;0,00014936;37,34
02.12.25 16:30;02.12.25 16:45;0,0000672;16,8
02.12.25 16:45;02.12.25 17:00;0,0000116;2,9
02.12.25 17:00;02.12.25 17:15;0;0
02.12.25 17:15;02.12.25 17:30;0;0
02.12.25 17:30;02.12.25 17:45;0;0
02.12.25 17:45;02.12.25 18:00;0;0
02.12.25 18:00;02.12.25 18:15;0;0
02.12.25 18:15;02.12.25 18:30;0;0
02.12.25 18:30;02.12.25 18:45;0;0
02.12.25 18:45;02.12.25 19:00;0;0
02.12.25 19:00;02.12.25 19:15;0;0
02.12.25 19:15;02.12.25 19:30;0;0
02.12.25 19:30;02.12.25 19:45;0;0
02.12.25 19:45;02.12.25 20:00;0;0
02.12.25 20:00;02.12.25 20:15;0;0
02.12.25 20:15;02.12.25 20:30;0;0
02.12.25 20:30;02.12.25 20:45;0;0
02.12.25 20:45;02.12.25 21:00;0;0
02.12.25 21:00;02.12.25 21:15;0;0
02.12.25 21:15;02.12.25 21:30;0;0
02.12.25 21:30;02.12.25 21:45;0;0
02.12.25 21:45;02.12.25 22:00;0;0
02.12.25 22:00;02.12.25 22:15;0;0
02.12.25 22:15;02.12.25 22:30;0;0
02.12.25 22:30;02.12.25 22:45;0;0
02.12.25 22:45;02.12.25 23:00;0;0
02.12.25 23:00;02.12.25 23:15;0;0
02.12.25 23:15;02.12.25 23:30;0;0
02.12.25 23:30;02.12.25 23:45;0;0
02.12.25 23:45;03.12.25 00:00;0;0
03.12.25 00:00;03.12.25 00:15;0;0
03.12.25 00:15;03.12.25 00:30;0;0
03.12.25 00:30;03.12.25 00:45;0;0
03.12.25 00:45;03.12.25 01:00;0;0
03.12.25 01:00;03.12.25 01:15;0;0
03.12.25 01:15;03.12.25 01:30;0;0
03.12.25 01:30;03.12.25 01:45;0;0
03.12.25 01:45;03.12.25 02:00;0;0
03.12.25 02:00;03.12.25 02:15;0;0
03.12.25 02:15;03.12.25 02:30;0;0
03.12.25 02:30;03.12.25 02:45;0;0
03.12.25 02:45;03.12.25 03:00;0;0
03.12.25 03:00;03.12.25 03:15;0;0
03.12.25 03:15;03.12.25 03:30;0;0
03.12.25 03:30;03.12.25 03:45;0;0
03.12.25 03:45;03.12.25 04:00;0;0
03.12.25 04:00;03.12.25 04:15;0;0
03.12.25 04:15;03.12.25 04:30;0;0
03.12.25 04:30;03.12.25 04:45;0;0
03.12.25 04:45;03.12.25 05:00;0;0
03.12.25 05:00;03.12.25 05:15;0;0
03.12.25 05:15;03.12.25 05:30;0;0
03.12.25 05:30;03.12.25 05:45;0;0
03.12.25 05:45;03.12.25 06:00;0;0
03.12.25 06:00;03.12.25 06:15;0;0
03.12.25 06:15;03.12.25 06:30;0;0
03.12.25 06:30;03.12.25 06:45;0;0
03.12.25 06:45;03.12.25 07:00;0;0
03.12.25 07:00;03.12.25 07:15;0;0
03.12.25 07:15;03.12.25 07:30;0;0
03.12.25 07:30;03.12.25 07:45;0;0
03.12.25 07:45;03.12.25 08:00;0,00006008;15,02
03.12.25 08:00;03.12.25 08:15;0,00022488;56,22
03.12.25 08:15;03.12.25 08:30;0,00056368;140,92
03.12.25 08:30;03.12.25 08:45;0,00107624;269,06
03.12.25 08:45;03.12.25 09:00;0,00174428;436,07
03.12.25 09:00;03.12.25 09:15;0,00248652;621,63
03.12.25 09:15;03.12.25 09:30;0,00326792;816,98
03.12.25 09:30;03.12.25 09:45;0,00405176;1.012,94
03.12.25 09:45;03.12.25 10:00;0,00482984;1.207,46
03.12.25 10:00;03.12.25 10:15;0,00555168;1.387,92
03.12.25 10:15;03.12.25 10:30;0,00623368;1.558,42
03.12.25 10:30;03.12.25 10:45;0,00686972;1.717,43
03.12.25 10:45;03.12.25 11:00;0,007457;1.864,25
03.12.25 11:00;03.12.25 11:15;0,00794748;1.986,87
03.12.25 11:15;03.12.25 11:30;0,0083618;2.090,45
03.12.25 11:30;03.12.25 11:45;0,00867664;2.169,16
03.12.25 11:45;03.12.25 12:00;0,00889352;2.223,38
03.12.25 12:00;03.12.25 12:15;0,0089968;2.249,20
03.12.25 12:15;03.12.25 12:30;0,00900372;2.250,93
03.12.25 12:30;03.12.25 12:45;0,00890564;2.226,41
03.12.25 12:45;03.12.25 13:00;0,00868008;2.170,02
03.12.25 13:00;03.12.25 13:15;0,00834624;2.086,56
03.12.25 13:15;03.12.25 13:30;0,00791952;1.979,88
03.12.25 13:30;03.12.25 13:45;0,00739984;1.849,96
03.12.25 13:45;03.12.25 14:00;0,00677768;1.694,42
03.12.25 14:00;03.12.25 14:15;0,00609168;1.522,92
03.12.25 14:15;03.12.25 14:30;0,00535836;1.339,59
03.12.25 14:30;03.12.25 14:45;0,00455444;1.138,61
03.12.25 14:45;03.12.25 15:00;0,0037306;932,65
03.12.25 15:00;03.12.25 15:15;0,00291132;727,83
03.12.25 15:15;03.12.25 15:30;0,00209796;524,49
03.12.25 15:30;03.12.25 15:45;0,00135136;337,84
03.12.25 15:45;03.12.25 16:00;0,000736;184
03.12.25 16:00;03.12.25 16:15;0,00030968;77,42
03.12.25 16:15;03.12.25 16:30;0,00009856;24,64
03.12.25 16:30;03.12.25 16:45;0,0000364;9,1
03.12.25 16:45;03.12.25 17:00;0,000004;1
03.12.25 17:00;03.12.25 17:15;0;0
03.12.25 17:15;03.12.25 17:30;0;0
03.12.25 17:30;03.12.25 17:45;0;0
03.12.25 17:45;03.12.25 18:00;0;0
03.12.25 18:00;03.12.25 18:15;0;0
03.12.25 18:15;03.12.25 18:30;0;0
03.12.25 18:30;03.12.25 18:45;0;0
03.12.25 18:45;03.12.25 19:00;0;0
03.12.25 19:00;03.12.25 19:15;0;0
03.12.25 19:15;03.12.25 19:30;0;0
03.12.25 19:30;03.12.25 19:45;0;0
03.12.25 19:45;03.12.25 20:00;0;0
03.12.25 20:00;03.12.25 20:15;0;0
03.12.25 20:15;03.12.25 20:30;0;0
03.12.25 20:30;03.12.25 20:45;0;0
03.12.25 20:45;03.12.25 21:00;0;0
03.12.25 21:00;03.12.25 21:15;0;0
03.12.25 21:15;03.12.25 21:30;0;0
03.12.25 21:30;03.12.25 21:45;0;0
03.12.25 21:45;03.12.25 22:00;0;0
03.12.25 22:00;03.12.25 22:15;0;0
03.12.25 22:15;03.12.25 22:30;0;0
03.12.25 22:30;03.12.25 22:45;0;0
03.12.25 22:45;03.12.25 23:00;0;0
03.12.25 23:00;03.12.25 23:15;0;0
03.12.25 23:15;03.12.25 23:30;0;0
03.12.25 23:30;03.12.25 23:45;0;0
03.12.25 23:45;04.12.25 00:00;0;0
04.12.25 00:00;04.12.25 00:15;0;0
04.12.25 00:15;04.12.25 00:30;0;0
04.12.25 00:30;04.12.25 00:45;0;0
04.12.25 00:45;04.12.25 01:00;0;0
04.12.25 01:00;04.12.25 01:15;0;0
04.12.25 01:15;04.12.25 01:30;0;0
04.12.25 01:30;04.12.25 01:45;0;0
04.12.25 01:45;04.12.25 02:00;0;0
04.12.25 02:00;04.12.25 02:15;0;0
04.12.25 02:15;04.12.25 02:30;0;0
04.12.25 02:30;04.12.25 02:45;0;0
04.12.25 02:45;04.12.25 03:00;0;0
04.12.25 03:00;04.12.25 03:15;0;0
04.12.25 03:15;04.12.25 03:30;0;0
04.12.25 03:30;04.12.25 03:45;0;0
04.12.25 03:45;04.12.25 04:00;0;0
04.12.25 04:00;04.12.25 04:15;0;0
04.12.25 04:15;04.12.25 04:30;0;0
04.12.25 04:30;04.12.25 04:45;0;0
04.12.25 04:45;04.12.25 05:00;0;0
04.12.25 05:00;04.12.25 05:15;0;0
04.12.25 05:15;04.12.25 05:30;0;0
04.12.25 05:30;04.12.25 05:45;0;0
04.12.25 05:45;04.12.25 06:00;0;0
04.12.25 06:00;04.12.25 06:15;0;0
04.12.25 06:15;04.12.25 06:30;0;0
04.12.25 06:30;04.12.25 06:45;0;0
04.12.25 06:45;04.12.25 07:00;0;0
04.12.25 07:00;04.12.25 07:15;0;0
04.12.25 07:15;04.12.25 07:30;0;0
04.12.25 07:30;04.12.25 07:45;0;0
04.12.25 07:45;04.12.25 08:00;0,00002552;6,38
04.12.25 08:00;04.12.25 08:15;0,000185;46,25
04.12.25 08:15;04.12.25 08:30;0,00045268;113,17
04.12.25 08:30;04.12.25 08:45;0,00088396;220,99
04.12.25 08:45;04.12.25 09:00;0,00142724;356,81
04.12.25 09:00;04.12.25 09:15;0,0020818;520,45
04.12.25 09:15;04.12.25 09:30;0,00277392;693,48
04.12.25 09:30;04.12.25 09:45;0,00348672;871,68
04.12.25 09:45;04.12.25 10:00;0,004185;1.046,25
04.12.25 10:00;04.12.25 10:15;0,00485212;1.213,03
04.12.25 10:15;04.12.25 10:30;0,00545668;1.364,17
04.12.25 10:30;04.12.25 10:45;0,00603428;1.508,57
04.12.25 10:45;04.12.25 11:00;0,00658032;1.645,08
04.12.25 11:00;04.12.25 11:15;0,00703852;1.759,63
04.12.25 11:15;04.12.25 11:30;0,00745004;1.862,51
04.12.25 11:30;04.12.25 11:45;0,0077458;1.936,45
04.12.25 11:45;04.12.25 12:00;0,00795348;1.988,37
04.12.25 12:00;04.12.25 12:15;0,00806012;2.015,03
04.12.25 12:15;04.12.25 12:30;0,00805808;2.014,52
04.12.25 12:30;04.12.25 12:45;0,0079518;1.987,95
04.12.25 12:45;04.12.25 13:00;0,00773244;1.933,11
04.12.25 13:00;04.12.25 13:15;0,00743404;1.858,51
04.12.25 13:15;04.12.25 13:30;0,0070308;1.757,70
04.12.25 13:30;04.12.25 13:45;0,00655644;1.639,11
04.12.25 13:45;04.12.25 14:00;0,00599788;1.499,47
04.12.25 14:00;04.12.25 14:15;0,0054092;1.352,30
04.12.25 14:15;04.12.25 14:30;0,00476704;1.191,76
04.12.25 14:30;04.12.25 14:45;0,00402772;1.006,93
04.12.25 14:45;04.12.25 15:00;0,00324796;811,99
04.12.25 15:00;04.12.25 15:15;0,00248736;621,84
04.12.25 15:15;04.12.25 15:30;0,00176404;441,01
04.12.25 15:30;04.12.25 15:45;0,00110484;276,21
04.12.25 15:45;04.12.25 16:00;0,00060008;150,02
04.12.25 16:00;04.12.25 16:15;0,00027396;68,49
04.12.25 16:15;04.12.25 16:30;0,00011756;29,39
04.12.25 16:30;04.12.25 16:45;0,00005268;13,17
04.12.25 16:45;04.12.25 17:00;0,00000548;1,37
04.12.25 17:00;04.12.25 17:15;0;0
04.12.25 17:15;04.12.25 17:30;0;0
04.12.25 17:30;04.12.25 17:45;0;0
04.12.25 17:45;04.12.25 18:00;0;0
04.12.25 18:00;04.12.25 18:15;0;0
04.12.25 18:15;04.12.25 18:30;0;0
04.12.25 18:30;04.12.25 18:45;0;0
04.12.25 18:45;04.12.25 19:00;0;0
04.12.25 19:00;04.12.25 19:15;0;0
04.12.25 19:15;04.12.25 19:30;0;0
04.12.25 19:30;04.12.25 19:45;0;0
04.12.25 19:45;04.12.25 20:00;0;0
04.12.25 20:00;04.12.25 20:15;0;0
04.12.25 20:15;04.12.25 20:30;0;0
04.12.25 20:30;04.12.25 20:45;0;0
04.12.25 20:45;04.12.25 21:00;0;0
04.12.25 21:00;04.12.25 21:15;0;0
04.12.25 21:15;04.12.25 21:30;0;0
04.12.25 21:30;04.12.25 21:45;0;0
04.12.25 21:45;04.12.25 22:00;0;0
04.12.25 22:00;04.12.25 22:15;0;0
04.12.25 22:15;04.12.25 22:30;0;0
04.12.25 22:30;04.12.25 22:45;0;0
04.12.25 22:45;04.12.25 23:00;0;0
04.12.25 23:00;04.12.25 23:15;0;0
04.12.25 23:15;04.12.25 23:30;0;0
04.12.25 23:30;04.12.25 23:45;0;0
04.12.25 23:45;05.12.25 00:00;0;0
05.12.25 00:00;05.12.25 00:15;0;0
05.12.25 00:15;05.12.25 00:30;0;0
05.12.25 00:30;05.12.25 00:45;0;0
05.12.25 00:45;05.12.25 01:00;0;0
05.12.25 01:00;05.12.25 01:15;0;0
05.12.25 01:15;05.12.25 01:30;0;0
05.12.25 01:30;05.12.25 01:45;0;0
05.12.25 01:45;05.12.25 02:00;0;0
05.12.25 02:00;05.12.25 02:15;0;0
05.12.25 02:15;05.12.25 02:30;0;0
05.12.25 02:30;05.12.25 02:45;0;0
05.12.25 02:45;05.12.25 03:00;0;0
05.12.25 03:00;05.12.25 03:15;0;0
05.12.25 03:15;05.12.25 03:30;0;0
05.12.25 03:30;05.12.25 03:45;0;0
05.12.25 03:45;05.12.25 04:00;0;0
05.12.25 04:00;05.12.25 04:15;0;0
05.12.25 04:15;05.12.25 04:30;0;0
05.12.25 04:30;05.12.25 04:45;0;0
05.12.25 04:45;05.12.25 05:00;0;0
05.12.25 05:00;05.12.25 05:15;0;0
05.12.25 05:15;05.12.25 05:30;0;0
05.12.25 05:30;05.12.25 05:45;0;0
05.12.25 05:45;05.12.25 06:00;0;0
05.12.25 06:00;05.12.25 06:15;0;0
05.12.25 06:15;05.12.25 06:30;0;0
05.12.25 06:30;05.12.25 06:45;0;0
05.12.25 06:45;05.12.25 07:00;0;0
05.12.25 07:00;05.12.25 07:15;0;0
05.12.25 07:15;05.12.25 07:30;0;0
05.12.25 07:30;05.12.25 07:45;0;0
05.12.25 07:45;05.12.25 08:00;0,00002072;5,18
05.12.25 08:00;05.12.25 08:15;0,0001108;27,7
05.12.25 08:15;05.12.25 08:30;0,00024328;60,82
05.12.25 08:30;05.12.25 08:45;0,0004578;114,45
05.12.25 08:45;05.12.25 09:00;0,00075512;188,78
05.12.25 09:00;05.12.25 09:15;0,00113748;284,37
05.12.25 09:15;05.12.25 09:30;0,00156136;390,34
05.12.25 09:30;05.12.25 09:45;0,0020146;503,65
05.12.25 09:45;05.12.25 10:00;0,0024684;617,1
05.12.25 10:00;05.12.25 10:15;0,0029266;731,65
05.12.25 10:15;05.12.25 10:30;0,00335148;837,87
05.12.25 10:30;05.12.25 10:45;0,003769;942,25
05.12.25 10:45;05.12.25 11:00;0,00414636;1.036,59
05.12.25 11:00;05.12.25 11:15;0,0044554;1.113,85
05.12.25 11:15;05.12.25 11:30;0,00471756;1.179,39
05.12.25 11:30;05.12.25 11:45;0,00490388;1.225,97
05.12.25 11:45;05.12.25 12:00;0,00501328;1.253,32
05.12.25 12:00;05.12.25 12:15;0,00506128;1.265,32
05.12.25 12:15;05.12.25 12:30;0,00506812;1.267,03
05.12.25 12:30;05.12.25 12:45;0,00501264;1.253,16
05.12.25 12:45;05.12.25 13:00;0,00487704;1.219,26
05.12.25 13:00;05.12.25 13:15;0,00468956;1.172,39
05.12.25 13:15;05.12.25 13:30;0,00445396;1.113,49
05.12.25 13:30;05.12.25 13:45;0,00417232;1.043,08
05.12.25 13:45;05.12.25 14:00;0,00382624;956,56
05.12.25 14:00;05.12.25 14:15;0,003445;861,25
05.12.25 14:15;05.12.25 14:30;0,00303116;757,79
05.12.25 14:30;05.12.25 14:45;0,00256236;640,59
05.12.25 14:45;05.12.25 15:00;0,00208;520
05.12.25 15:00;05.12.25 15:15;0,00161144;402,86
05.12.25 15:15;05.12.25 15:30;0,00116212;290,53
05.12.25 15:30;05.12.25 15:45;0,00075548;188,87
05.12.25 15:45;05.12.25 16:00;0,00043828;109,57
05.12.25 16:00;05.12.25 16:15;0,00022488;56,22
05.12.25 16:15;05.12.25 16:30;0,0001144;28,6
05.12.25 16:30;05.12.25 16:45;0,00006;15
05.12.25 16:45;05.12.25 17:00;0,00000656;1,64
05.12.25 17:00;05.12.25 17:15;0;0
05.12.25 17:15;05.12.25 17:30;0;0
05.12.25 17:30;05.12.25 17:45;0;0
05.12.25 17:45;05.12.25 18:00;0;0
05.12.25 18:00;05.12.25 18:15;0;0
05.12.25 18:15;05.12.25 18:30;0;0
05.12.25 18:30;05.12.25 18:45;0;0
05.12.25 18:45;05.12.25 19:00;0;0
05.12.25 19:00;05.12.25 19:15;0;0
05.12.25 19:15;05.12.25 19:30;0;0
05.12.25 19:30;05.12.25 19:45;0;0
05.12.25 19:45;05.12.25 20:00;0;0
05.12.25 20:00;05.12.25 20:15;0;0
05.12.25 20:15;05.12.25 20:30;0;0
05.12.25 20:30;05.12.25 20:45;0;0
05.12.25 20:45;05.12.25 21:00;0;0
05.12.25 21:00;05.12.25 21:15;0;0
05.12.25 21:15;05.12.25 21:30;0;0
05.12.25 21:30;05.12.25 21:45;0;0
05.12.25 21:45;05.12.25 22:00;0;0
05.12.25 22:00;05.12.25 22:15;0;0
05.12.25 22:15;05.12.25 22:30;0;0
05.12.25 22:30;05.12.25 22:45;0;0
05.12.25 22:45;05.12.25 23:00;0;0
05.12.25 23:00;05.12.25 23:15;0;0
05.12.25 23:15;05.12.25 23:30;0;0
05.12.25 23:30;05.12.25 23:45;0;0
05.12.25 23:45;06.12.25 00:00;0;0
06.12.25 00:00;06.12.25 00:15;0;0
06.12.25 00:15;06.12.25 00:30;0;0
06.12.25 00:30;06.12.25 00:45;0;0
06.12.25 00:45;06.12.25 01:00;0;0
06.12.25 01:00;06.12.25 01:15;0;0
06.12.25 01:15;06.12.25 01:30;0;0
06.12.25 01:30;06.12.25 01:45;0;0
06.12.25 01:45;06.12.25 02:00;0;0
06.12.25 02:00;06.12.25 02:15;0;0
06.12.25 02:15;06.12.25 02:30;0;0
06.12.25 02:30;06.12.25 02:45;0;0
06.12.25 02:45;06.12.25 03:00;0;0
06.12.25 03:00;06.12.25 03:15;0;0
06.12.25 03:15;06.12.25 03:30;0;0
06.12.25 03:30;06.12.25 03:45;0;0
06.12.25 03:45;06.12.25 04:00;0;0
06.12.25 04:00;06.12.25 04:15;0;0
06.12.25 04:15;06.12.25 04:30;0;0
06.12.25 04:30;06.12.25 04:45;0;0
06.12.25 04:45;06.12.25 05:00;0;0
06.12.25 05:00;06.12.25 05:15;0;0
06.12.25 05:15;06.12.25 05:30;0;0
06.12.25 05:30;06.12.25 05:45;0;0
06.12.25 05:45;06.12.25 06:00;0;0
06.12.25 06:00;06.12.25 06:15;0;0
06.12.25 06:15;06.12.25 06:30;0;0
06.12.25 06:30;06.12.25 06:45;0;0
06.12.25 06:45;06.12.25 07:00;0;0
06.12.25 07:00;06.12.25 07:15;0;0
06.12.25 07:15;06.12.25 07:30;0;0
06.12.25 07:30;06.12.25 07:45;0;0
06.12.25 07:45;06.12.25 08:00;0,00002496;6,24
06.12.25 08:00;06.12.25 08:15;0,00017204;43,01
06.12.25 08:15;06.12.25 08:30;0,00038704;96,76
06.12.25 08:30;06.12.25 08:45;0,00075616;189,04
06.12.25 08:45;06.12.25 09:00;0,00125852;314,63
06.12.25 09:00;06.12.25 09:15;0,00185616;464,04
06.12.25 09:15;06.12.25 09:30;0,00248964;622,41
06.12.25 09:30;06.12.25 09:45;0,00313872;784,68
06.12.25 09:45;06.12.25 10:00;0,00376112;940,28
06.12.25 10:00;06.12.25 10:15;0,00436144;1.090,36
06.12.25 10:15;06.12.25 10:30;0,00491388;1.228,47
06.12.25 10:30;06.12.25 10:45;0,0054144;1.353,60
