Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
06.03.25 08:45;06.03.25 09:00;1.141,25;352,5;892,5;2.653,25;5.023,00;26,75;-;2.620,50;728,75;2.010,75;40,25;304
06.03.25 09:00;06.03.25 09:15;1.097,75;344;900,75;2.440,00;5.824,75;26,75;-;2.408,25;617,5;1.795,75;117;298,5
06.03.25 09:15;06.03.25 09:30;1.081,00;336,75;922;2.165,25;6.560,75;26,75;-;2.313,00;601;1.700,75;52,75;297,5
06.03.25 09:30;06.03.25 09:45;1.070,75;343,75;947,5;1.857,25;7.251,00;26,75;-;2.116,75;604,75;1.630,50;4,75;299
06.03.25 09:45;06.03.25 10:00;1.059,25;346,5;953;1.568,75;7.859,75;27;-;1.813,25;624,25;1.590,00;1,75;296,75
06.03.25 10:00;06.03.25 10:15;1.027,25;349,75;970;1.293,00;8.362,25;27;-;1.736,50;608,25;1.301,75;52,75;291
06.03.25 10:15;06.03.25 10:30;1.015,75;345,25;975,5;1.079,50;8.842,50;27,25;-;1.602,00;612,25;1.193,00;3,25;290
06.03.25 10:30;06.03.25 10:45;1.013,00;346;957,75;923,5;9.262,00;27,25;-;1.527,75;625;1.168,00;0,25;290,25
06.03.25 10:45;06.03.25 11:00;1.006,00;344,75;909,5;840,25;9.573,00;27,5;-;1.499,00;630,5;1.161,75;14,25;290,5
06.03.25 11:00;06.03.25 11:15;988,5;343,5;958,75;827;9.907,75;26,75;-;1.496,25;653,5;1.178,50;15,75;291,25
06.03.25 11:15;06.03.25 11:30;975,75;343,25;962,25;819,25;10.139,00;26,75;-;1.489,50;645,25;1.180,00;35;290,25
06.03.25 11:30;06.03.25 11:45;973;342;905,5;799,5;10.294,50;27;-;1.448,50;621,75;1.155,00;20,25;289,75
06.03.25 11:45;06.03.25 12:00;975;336,75;892;782,25;10.364,25;27,5;-;1.398,00;610,25;1.083,50;10,25;289,25
06.03.25 12:00;06.03.25 12:15;962,5;339;822;862,25;10.490,75;27,75;-;1.388,00;556,75;1.002,25;18,25;288,5
06.03.25 12:15;06.03.25 12:30;968;339;850,25;901;10.472,75;28;-;1.394,00;513,75;1.001,25;23,5;290,5
06.03.25 12:30;06.03.25 12:45;970,5;339;889,25;991;11.505,75;28,5;-;1.396,25;504,25;999,5;15,5;290,25
06.03.25 12:45;06.03.25 13:00;968,25;337,75;900;1.032,25;10.318,75;28,75;-;1.396,25;497,75;1.000,25;11,5;288,75
06.03.25 13:00;06.03.25 13:15;962,5;337,5;882,25;1.079,00;10.165,25;29,25;-;1.394,75;504;953,25;25,25;289,5
06.03.25 13:15;06.03.25 13:30;963,75;336;819,75;1.151,50;9.950,50;29,5;-;1.375,25;493,25;919,75;39,75;290,75
06.03.25 13:30;06.03.25 13:45;962,75;331;766,75;1.183,25;9.694,50;29,25;-;1.335,75;494,5;912,5;63,75;291,25
06.03.25 13:45;06.03.25 14:00;964;332,25;733;1.283,25;9.419,50;29,25;-;1.322,25;491;913;16;289
06.03.25 14:00;06.03.25 14:15;967,5;334,75;750;1.363,00;9.120,25;29,25;-;1.367,75;507,75;856,25;12,5;289,5
06.03.25 14:15;06.03.25 14:30;971,25;335;763,25;1.514,75;8.814,50;29;-;1.378,00;495,25;856,25;10;291,5
06.03.25 14:30;06.03.25 14:45;976;337,75;693,75;1.550,50;8.316,75;29;-;1.381,50;488,75;857;10;290,75
06.03.25 14:45;06.03.25 15:00;974,5;341,5;678;1.608,25;7.873,25;28,75;-;1.460,00;562,25;860,25;18,25;290,5
06.03.25 15:00;06.03.25 15:15;982,75;333,25;598,25;1.553,25;7.307,25;29;-;1.623,00;671,75;933,5;14,25;293
06.03.25 15:15;06.03.25 15:30;990,5;335,25;618,5;1.525,25;6.786,25;28,75;-;1.749,50;727,25;966,75;19,75;292,75
06.03.25 15:30;06.03.25 15:45;1.001,25;332,25;604,5;1.487,50;6.092,00;28,75;-;2.039,00;810;1.002,25;37;292,5
06.03.25 15:45;06.03.25 16:00;1.009,50;327,75;594,5;1.443,25;5.353,00;28,75;-;2.361,00;902,25;1.182,00;17;296
06.03.25 16:00;06.03.25 16:15;1.037,00;321,75;572,25;1.361,75;4.569,25;28,75;-;2.506,00;983,25;1.562,50;103,5;296,5
06.03.25 16:15;06.03.25 16:30;1.076,75;322,25;555,25;1.282,25;3.779,75;28,75;-;2.713,50;1.034,00;1.738,50;167,75;298
06.03.25 16:30;06.03.25 16:45;1.113,00;323;553,5;1.201,00;2.990,50;28,5;-;2.765,50;1.104,75;1.871,75;498;296,75
06.03.25 16:45;06.03.25 17:00;1.142,75;367,5;557,75;1.108,00;2.232,25;28,5;-;2.781,75;1.176,25;2.086,00;804,25;291
06.03.25 17:00;06.03.25 17:15;1.180,00;357;557,5;1.042,75;1.505,50;28,25;-;2.791,25;1.225,75;2.271,75;705;295,25
06.03.25 17:15;06.03.25 17:30;1.198,75;422,75;539,25;1.031,00;899,75;28,25;-;2.797,75;1.284,75;2.400,50;1.162,00;311,25
06.03.25 17:30;06.03.25 17:45;1.213,75;513,5;509;1.063,50;451;28,5;-;2.799,75;1.326,25;2.464,50;1.571,75;325
06.03.25 17:45;06.03.25 18:00;1.223,75;529,75;510;1.142,25;178;28,5;-;2.797,75;1.340,75;2.508,00;1.685,00;349,5
06.03.25 18:00;06.03.25 18:15;1.221,75;464,25;508,75;1.214,25;47,75;28,25;-;2.797,50;1.342,75;2.551,50;1.653,50;427,5
06.03.25 18:15;06.03.25 18:30;1.227,50;458;506,75;1.291,75;18,25;28,5;-;2.809,00;1.348,00;2.558,75;1.645,25;462,25
06.03.25 18:30;06.03.25 18:45;1.229,25;491,25;518;1.403,00;14,5;28,75;-;2.806,75;1.346,25;2.581,50;1.657,75;464,5
06.03.25 18:45;06.03.25 19:00;1.230,25;497,25;529,75;1.545,25;11,5;29;-;2.802,75;1.346,50;2.622,00;1.550,50;460
06.03.25 19:00;06.03.25 19:15;1.230,25;463,75;551,25;1.673,00;8,75;29;-;2.800,25;1.337,00;2.661,75;1.516,00;462,75
06.03.25 19:15;06.03.25 19:30;1.228,25;414,75;542,5;1.808,25;6;29;-;2.793,50;1.323,25;2.711,50;1.520,75;432,25
06.03.25 19:30;06.03.25 19:45;1.223,50;392,25;532,75;1.945,50;5;29;-;2.797,00;1.313,25;2.730,00;1.469,00;394
06.03.25 19:45;06.03.25 20:00;1.214,75;353;516;2.079,75;4,75;28,75;-;2.794,25;1.307,00;2.730,25;1.173,25;337,25
06.03.25 20:00;06.03.25 20:15;1.199,50;412,5;497,5;2.231,25;5,75;28,75;-;2.796,25;1.284,75;2.696,25;1.169,50;311
06.03.25 20:15;06.03.25 20:30;1.197,75;397;534,75;2.374,50;6;29;-;2.794,50;1.241,00;2.702,00;1.039,00;310,5
06.03.25 20:30;06.03.25 20:45;1.189,00;374,5;585,75;2.528,25;2,5;29;-;2.792,25;1.219,50;2.667,00;983,75;310,75
06.03.25 20:45;06.03.25 21:00;1.178,50;382,75;600;2.663,75;2;29,25;-;2.785,25;1.211,25;2.608,25;717,5;311,25
06.03.25 21:00;06.03.25 21:15;1.152,25;370,25;626;2.762,50;2,25;29,5;-;2.736,25;1.174,50;2.481,25;735,75;310,5
06.03.25 21:15;06.03.25 21:30;1.145,75;347;655,25;2.873,25;3;29,25;-;2.679,25;1.160,50;2.399,50;525,75;307,75
06.03.25 21:30;06.03.25 21:45;1.130,50;332,75;679,25;2.989,75;3,5;29;-;2.685,25;1.126,75;2.376,00;382;307,25
06.03.25 21:45;06.03.25 22:00;1.116,25;327,5;684,5;3.081,75;3,25;29,25;-;2.675,00;1.125,25;2.347,00;175,25;309
06.03.25 22:00;06.03.25 22:15;1.103,50;398,25;683,75;3.040,00;1,75;29;-;2.687,25;1.123,50;2.236,75;386,25;310
06.03.25 22:15;06.03.25 22:30;1.098,50;369,5;719;3.077,25;2;29,25;-;2.686,00;1.128,25;2.137,00;283,25;308,5
06.03.25 22:30;06.03.25 22:45;1.093,00;339,75;732,75;3.091,75;2;29,5;-;2.717,25;1.134,75;2.070,50;217,75;307
06.03.25 22:45;06.03.25 23:00;1.086,25;329;764,25;3.120,00;2;29,75;-;2.744,50;1.137,25;2.031,75;93,25;303,5
06.03.25 23:00;06.03.25 23:15;1.060,75;373,75;793,5;3.123,25;1,75;30,25;-;2.732,50;1.083,50;1.935,00;70,5;304,25
06.03.25 23:15;06.03.25 23:30;1.050,75;312,25;797,5;3.109,50;1,5;30;-;2.727,50;1.064,00;1.897,00;44,25;309,75
06.03.25 23:30;06.03.25 23:45;1.043,75;310;751,25;3.076,00;1,5;30,25;-;2.738,50;1.069,75;1.774,50;40,5;310,25
06.03.25 23:45;07.03.25 00:00;1.038,25;304,5;706,5;3.055,25;1,5;30,25;-;2.781,00;1.066,25;1.706,75;29,75;306,5
07.03.25 00:00;07.03.25 00:15;1.020,50;311;640,75;3.038,25;1,5;30,25;-;2.821,50;1.054,00;1.604,75;44,75;304,25
07.03.25 00:15;07.03.25 00:30;1.014,75;317,5;561,75;3.009,25;1,5;30,25;-;2.873,25;1.027,75;1.591,75;38,5;302,25
07.03.25 00:30;07.03.25 00:45;1.012,25;310,5;501;2.983,00;1,5;30,25;-;2.903,00;1.029,75;1.586,00;44,25;303
07.03.25 00:45;07.03.25 01:00;1.012,50;304,5;470;2.981,00;1,75;30,25;-;2.943,00;1.030,75;1.603,25;24,25;305
07.03.25 01:00;07.03.25 01:15;1.000,00;317,25;434;2.941,75;1,75;30,25;-;2.987,25;1.045,25;1.641,75;11,5;307,75
07.03.25 01:15;07.03.25 01:30;1.000,00;315,25;400,75;2.892,75;1,5;30,25;-;3.017,00;1.054,25;1.593,75;2;309,5
07.03.25 01:30;07.03.25 01:45;1.002,00;317,75;389,5;2.856,50;1,5;30,25;-;3.037,00;1.056,50;1.540,00;17,75;309,75
07.03.25 01:45;07.03.25 02:00;1.002,50;319,75;384,25;2.852,00;1,5;30,25;-;3.058,00;1.047,75;1.548,75;29,5;307,5
07.03.25 02:00;07.03.25 02:15;998,25;321;366,75;2.844,00;1,5;30,25;-;3.071,00;1.043,50;1.590,00;24,75;309,5
07.03.25 02:15;07.03.25 02:30;999;314,5;361,75;2.813,25;1,5;30;-;3.076,75;1.038,25;1.591,50;7;312,25
07.03.25 02:30;07.03.25 02:45;999,75;321,75;380;2.769,75;1,75;30;-;3.072,50;1.038,50;1.587,00;47,75;311,75
07.03.25 02:45;07.03.25 03:00;998,75;310,75;388,25;2.725,50;1,75;30;-;3.068,50;1.038,75;1.588,25;48,25;310,25
07.03.25 03:00;07.03.25 03:15;999,75;315,25;420,75;2.682,00;1,75;29,75;-;3.065,75;1.038,50;1.576,75;84,75;308,5
07.03.25 03:15;07.03.25 03:30;1.002,00;313,25;464;2.624,25;1,75;30;-;3.080,50;1.042,50;1.540,50;95,75;307,5
07.03.25 03:30;07.03.25 03:45;1.003,00;319,75;480,25;2.552,50;1,75;30;-;3.079,50;1.043,75;1.538,25;118,5;308,5
07.03.25 03:45;07.03.25 04:00;1.004,25;310;510,25;2.505,50;1,75;30;-;3.064,75;1.051,50;1.608,25;108;308,5
07.03.25 04:00;07.03.25 04:15;1.017,50;309,25;528,5;2.453,25;1,75;30;-;3.072,75;1.056,25;1.763,75;58,25;310,5
07.03.25 04:15;07.03.25 04:30;1.025,00;310;563,75;2.415,50;1,75;30;-;3.036,25;1.067,75;1.804,00;93,75;309,25
07.03.25 04:30;07.03.25 04:45;1.037,75;319,25;580,75;2.377,50;1,75;30;-;2.969,75;1.079,75;1.886,50;97,25;310,25
07.03.25 04:45;07.03.25 05:00;1.043,25;392,5;616;2.346,00;1,75;30;-;2.922,50;1.092,75;2.028,25;253,75;310
07.03.25 05:00;07.03.25 05:15;1.064,25;384;650,75;2.326,50;1,5;29,75;-;2.833,75;1.079,75;2.173,75;110,75;320,25
07.03.25 05:15;07.03.25 05:30;1.077,00;388;654,25;2.303,75;1,75;29,75;-;2.763,00;1.075,25;2.207,25;195,75;324,5
07.03.25 05:30;07.03.25 05:45;1.085,50;423;611,25;2.286,75;1,5;29,75;-;2.666,50;1.073,75;2.259,25;436;328,5
07.03.25 05:45;07.03.25 06:00;1.101,50;440,75;612,75;2.258,50;1,75;29,5;-;2.612,50;1.076,25;2.316,00;456;332,25
07.03.25 06:00;07.03.25 06:15;1.138,25;427,5;660,75;2.269,75;2,25;29,25;-;2.600,50;1.076,50;2.499,25;325,5;352
07.03.25 06:15;07.03.25 06:30;1.156,50;451,25;688,25;2.237,50;2,75;28,75;-;2.669,50;1.070,00;2.547,50;719;355,75
07.03.25 06:30;07.03.25 06:45;1.164,00;487,25;706;2.200,50;10;28,75;-;2.677,50;1.055,00;2.574,00;892,5;372,5
07.03.25 06:45;07.03.25 07:00;1.170,50;440,5;737;2.153,50;52,75;28,75;-;2.690,75;1.052,75;2.579,75;990,25;374,25
07.03.25 07:00;07.03.25 07:15;1.176,75;393,25;741;2.142,25;249,5;28,75;-;2.700,75;1.070,75;2.564,50;1.014,25;363,25
07.03.25 07:15;07.03.25 07:30;1.173,00;376,75;711;2.098,75;647,25;28,5;-;2.695,75;1.077,25;2.559,00;965,75;341
07.03.25 07:30;07.03.25 07:45;1.172,50;343,25;676,25;1.987,50;1.198,75;28,25;-;2.695,75;1.072,50;2.558,00;869,25;335,5
07.03.25 07:45;07.03.25 08:00;1.170,00;331,75;664,25;1.948,00;1.830,00;28,25;-;2.699,75;1.071,75;2.559,00;463;338,5
07.03.25 08:00;07.03.25 08:15;1.162,50;343;657,5;1.922,00;2.519,25;28,25;-;2.719,25;1.063,50;2.554,50;788,75;341,5
07.03.25 08:15;07.03.25 08:30;1.153,75;344,5;637,5;1.860,25;3.242,00;28,25;-;2.740,50;1.090,75;2.542,25;485,5;338,75
07.03.25 08:30;07.03.25 08:45;1.139,00;328;625;1.761,25;4.013,75;28;-;2.699,00;1.087,50;2.453,25;116,5;341,25
07.03.25 08:45;07.03.25 09:00;1.121,75;335;604,75;1.634,00;4.808,50;28,25;-;2.609,50;1.051,25;2.279,00;79,5;343,75
07.03.25 09:00;07.03.25 09:15;1.078,25;338;622,25;1.490,00;5.577,25;28;-;2.594,25;995;1.876,75;85,5;344,5
07.03.25 09:15;07.03.25 09:30;1.065,50;341,25;594,5;1.330,25;6.334,75;28,25;-;2.544,75;939;1.665,25;46,25;343,25
07.03.25 09:30;07.03.25 09:45;1.049,25;343,25;600;1.121,75;7.012,25;29,25;-;2.442,75;871,75;1.550,00;69,75;343,5
07.03.25 09:45;07.03.25 10:00;1.046,00;346,25;627;892,25;7.609,50;29,25;-;2.291,75;795,75;1.389,50;33,5;340
07.03.25 10:00;07.03.25 10:15;1.015,50;348;664,5;695,25;8.058,75;29,75;-;2.031,25;708,25;1.134,75;47,25;329,5
07.03.25 10:15;07.03.25 10:30;1.006,50;346;699,75;536,5;8.543,50;29,75;-;1.786,50;642,5;1.037,25;38,5;324
07.03.25 10:30;07.03.25 10:45;1.000,25;345,75;698;440,25;9.005,50;30;-;1.589,50;614,5;1.016,50;2,25;323
07.03.25 10:45;07.03.25 11:00;998;344,5;678;379,5;9.352,50;30,5;-;1.504,75;612,75;995;33,75;321,75
07.03.25 11:00;07.03.25 11:15;981,5;349,25;645,5;344,75;9.723,00;30;-;1.525,25;610,25;888,75;44;319
07.03.25 11:15;07.03.25 11:30;982,75;337,25;639;331,75;10.021,50;30;-;1.469,50;589;839;38,75;313,25
07.03.25 11:30;07.03.25 11:45;980,25;337,5;601;320,75;10.166,25;30,25;-;1.478,75;582,25;822;18;312
07.03.25 11:45;07.03.25 12:00;978;338;533,25;320;10.261,25;30,25;-;1.470,75;579,75;814;0,5;310,5
07.03.25 12:00;07.03.25 12:15;964,75;338,5;534;337;10.405,75;30,5;-;1.446,25;578,75;824,5;0,25;313,75
07.03.25 12:15;07.03.25 12:30;966,5;338;506,75;352,25;10.379,75;30,25;-;1.438,50;569;822;0;315,5
07.03.25 12:30;07.03.25 12:45;967;343,25;500;374;10.379,25;30,25;-;1.435,25;550,5;823,5;1,25;314,75
07.03.25 12:45;07.03.25 13:00;965,25;346;481,5;378,5;10.275,00;30,25;-;1.435,75;540,5;822,5;3;316,5
07.03.25 13:00;07.03.25 13:15;964,75;339,5;501,25;400;10.198,00;30,25;-;1.437,00;537,25;823,75;0;314,25
07.03.25 13:15;07.03.25 13:30;963,75;339,25;468,25;412,5;9.961,75;30;-;1.436,00;532,5;822,75;0;322,5
07.03.25 13:30;07.03.25 13:45;964,25;338,75;452;416;9.738,50;29,75;-;1.450,75;530,5;823,25;0;321,25
07.03.25 13:45;07.03.25 14:00;963,25;335,75;456,75;440,75;9.482,50;29,75;-;1.457,25;535,5;822;0,5;321,25
07.03.25 14:00;07.03.25 14:15;965,5;333,5;457;407;9.050,00;29,75;-;1.468,25;535;837,5;0;319,75
07.03.25 14:15;07.03.25 14:30;973;331;451,75;442,5;8.703,25;29,5;-;1.493,00;546,75;842,75;40,5;315,75
07.03.25 14:30;07.03.25 14:45;976;329;461,5;451;8.270,50;29,5;-;1.598,25;582,5;849,5;0;317
07.03.25 14:45;07.03.25 15:00;980,75;325,75;435;450,5;7.818,00;29,5;-;1.818,00;641,5;867,25;0;319,25
07.03.25 15:00;07.03.25 15:15;986,75;327,25;410,75;429,25;7.257,25;29,25;-;2.078,75;704,25;993,25;0;319
07.03.25 15:15;07.03.25 15:30;993,5;333;389;399,75;6.652,25;29;-;2.228,00;806,25;1.103,75;0;318,25
07.03.25 15:30;07.03.25 15:45;1.002,75;335,25;357,75;370,75;6.039,50;29;-;2.310,25;913,25;1.232,25;3,5;323
07.03.25 15:45;07.03.25 16:00;1.011,00;355,25;307,5;330,75;5.295,75;29;-;2.390,25;1.042,25;1.437,00;39,25;323,75
07.03.25 16:00;07.03.25 16:15;1.050,75;329,5;278;294,5;4.507,25;28,75;-;2.487,50;1.155,50;1.967,00;21;323,5
07.03.25 16:15;07.03.25 16:30;1.073,50;345,25;249,25;264;3.742,50;28,75;-;2.616,25;1.244,00;2.155,00;20,5;318,25
07.03.25 16:30;07.03.25 16:45;1.109,50;357,5;216;232,25;2.971,00;28,75;-;2.654,00;1.305,00;2.369,50;253;320
07.03.25 16:45;07.03.25 17:00;1.124,50;354,75;192,75;211,5;2.213,50;28,75;-;2.716,00;1.324,75;2.617,00;562,5;321,75
07.03.25 17:00;07.03.25 17:15;1.164,00;329;167,75;208,75;1.512,50;28,75;-;2.747,75;1.349,50;2.957,75;556,25;320,75
07.03.25 17:15;07.03.25 17:30;1.177,25;347;147;214,25;921,5;29;-;2.754,75;1.355,00;3.087,75;802;319
07.03.25 17:30;07.03.25 17:45;1.199,50;355,75;134;230,25;484,25;29;-;2.759,75;1.359,75;3.151,00;1.219,75;320,25
07.03.25 17:45;07.03.25 18:00;1.213,50;354,75;124,5;257,25;207;29;-;2.763,00;1.364,00;3.214,75;1.536,25;323,5
07.03.25 18:00;07.03.25 18:15;1.219,00;347;110,5;294;54,75;29,25;-;2.760,25;1.360,50;3.387,75;1.552,00;327,5
07.03.25 18:15;07.03.25 18:30;1.227,25;352;89,75;335,25;19,5;29,25;-;2.775,25;1.355,50;3.463,25;1.511,50;325,75
07.03.25 18:30;07.03.25 18:45;1.226,25;360,5;69,25;378;17;29,5;-;2.769,50;1.359,75;3.479,75;1.550,75;325,5
07.03.25 18:45;07.03.25 19:00;1.226,00;359;58;428,75;11;29,5;-;2.761,25;1.359,25;3.483,75;1.486,75;330
07.03.25 19:00;07.03.25 19:15;1.220,75;380,75;46,75;473;17,75;29,25;-;2.763,50;1.356,50;3.506,50;1.501,25;330,25
07.03.25 19:15;07.03.25 19:30;1.217,75;351,75;33,25;510,75;8,75;29,5;-;2.772,25;1.355,00;3.515,50;1.458,25;327,5
07.03.25 19:30;07.03.25 19:45;1.215,25;341;25,5;551,25;5,5;29,75;-;2.763,25;1.355,75;3.495,00;1.391,50;326,25
07.03.25 19:45;07.03.25 20:00;1.212,00;333,25;20,5;597;4,75;30;-;2.764,75;1.349,75;3.480,00;1.216,50;332
07.03.25 20:00;07.03.25 20:15;1.194,00;328,25;16,5;631,5;9,75;29,75;-;2.769,50;1.341,25;3.323,25;1.332,25;328
07.03.25 20:15;07.03.25 20:30;1.191,25;318;10,25;659,25;6;29,75;-;2.763,25;1.332,00;3.223,75;1.254,75;327,5
07.03.25 20:30;07.03.25 20:45;1.180,75;315,75;8,25;679,25;4;29,75;-;2.761,75;1.319,75;3.121,00;1.139,25;326,5
07.03.25 20:45;07.03.25 21:00;1.177,50;313,75;7;707,25;3,5;29,75;-;2.716,25;1.315,25;3.059,00;1.064,00;329
07.03.25 21:00;07.03.25 21:15;1.158,00;312,75;5,75;735,25;8,25;29,75;-;2.673,25;1.310,00;2.961,50;1.038,25;330,75
07.03.25 21:15;07.03.25 21:30;1.149,75;312;5;770,5;5;30;-;2.671,00;1.309,25;2.954,00;915;332
07.03.25 21:30;07.03.25 21:45;1.136,00;311,25;5;791,5;2;30;-;2.672,25;1.308,50;2.915,50;695,75;329,25
07.03.25 21:45;07.03.25 22:00;1.131,50;310,5;8,25;809,25;2;30,25;-;2.675,25;1.311,75;2.860,50;556;327,5
07.03.25 22:00;07.03.25 22:15;1.115,00;313,25;11,5;806,25;9,5;30,5;-;2.689,00;1.301,75;2.857,25;839,5;330,25
07.03.25 22:15;07.03.25 22:30;1.106,00;308,75;9,5;818,25;2,75;30,5;-;2.668,00;1.300,75;2.857,00;649;333
07.03.25 22:30;07.03.25 22:45;1.100,00;306,5;13;820,75;1,75;30,5;-;2.672,00;1.302,25;2.840,00;488,5;334,75
07.03.25 22:45;07.03.25 23:00;1.094,75;305,25;21,25;830,75;2,25;30,5;-;2.672,00;1.294,50;2.810,00;321,5;331,5
07.03.25 23:00;07.03.25 23:15;1.077,50;307,75;30,5;851,75;3;30,75;-;2.673,00;1.276,25;2.780,25;357,75;329,5
07.03.25 23:15;07.03.25 23:30;1.078,25;304,5;51;881,5;1,75;30,75;-;2.659,75;1.236,00;2.751,75;192,25;330
07.03.25 23:30;07.03.25 23:45;1.073,75;304;71,25;912;1,5;30,75;-;2.659,75;1.219,75;2.699,50;116,5;330,25
07.03.25 23:45;08.03.25 00:00;1.071,00;303,25;79,75;929;1,5;30,5;-;2.665,25;1.211,50;2.669,75;58,5;329,75
08.03.25 00:00;08.03.25 00:15;1.057,50;304,5;83,25;929,5;4,75;30,75;-;2.665,75;1.148,25;2.788,25;177;327,75
08.03.25 00:15;08.03.25 00:30;1.041,50;301,5;80,5;922,75;1,75;30,75;-;2.663,50;1.151,50;2.693,50;54,75;329,5
08.03.25 00:30;08.03.25 00:45;1.037,25;302,5;78;898,5;1,5;30,5;-;2.668,25;1.152,25;2.639,75;13,75;330,75
08.03.25 00:45;08.03.25 01:00;1.037,00;301,5;94,25;880,75;1,75;30,25;-;2.671,25;1.141,50;2.531,00;0,25;330
08.03.25 01:00;08.03.25 01:15;1.030,00;309,25;102;858,5;2,25;30,25;-;2.671,50;1.125,00;2.404,00;23,5;331
08.03.25 01:15;08.03.25 01:30;1.027,00;300,75;108,5;841,75;2,75;30,25;-;2.668,00;1.116,75;2.311,25;42,25;331
08.03.25 01:30;08.03.25 01:45;1.027,25;300,75;116,25;820,5;1,75;30,25;-;2.670,00;1.091,25;2.258,25;37,25;331,5
08.03.25 01:45;08.03.25 02:00;1.027,25;301;129;808,5;1,75;30,5;-;2.670,25;1.084,75;2.117,00;42,75;329,5
08.03.25 02:00;08.03.25 02:15;1.022,50;306,75;146,25;801,25;2,25;30,5;-;2.667,00;1.083,00;2.036,75;2,5;330,75
08.03.25 02:15;08.03.25 02:30;1.021,25;305,75;164,25;783,5;1,75;30,5;-;2.663,25;1.085,00;2.007,75;2,5;328,5
08.03.25 02:30;08.03.25 02:45;1.023,25;302,5;164,5;761,5;2,5;30,5;-;2.667,50;1.080,00;1.994,25;3;327,5
08.03.25 02:45;08.03.25 03:00;1.021,25;301,75;162;739;2,5;30,5;-;2.666,00;1.079,50;1.981,00;3;329,25
08.03.25 03:00;08.03.25 03:15;1.023,00;308,25;160,5;721;1,75;30,5;-;2.668,00;1.079,75;1.970,50;21,75;329,25
08.03.25 03:15;08.03.25 03:30;1.023,25;305,25;159,75;701,25;1,75;30,5;-;2.670,00;1.080,25;1.963,00;83,5;329,25
08.03.25 03:30;08.03.25 03:45;1.023,00;299,25;161,5;679,25;1,75;30,5;-;2.676,25;1.082,75;1.943,75;93,5;331,25
08.03.25 03:45;08.03.25 04:00;1.024,25;298,75;155,25;661;1,75;30,5;-;2.676,50;1.082,50;1.945,75;44,75;331,5
08.03.25 04:00;08.03.25 04:15;1.034,50;298,25;153,75;644,75;1,75;30,25;-;2.674,00;1.081,00;1.968,00;32,5;331,75
08.03.25 04:15;08.03.25 04:30;1.043,25;297,75;149,5;620;1,75;30,25;-;2.675,75;1.079,50;1.970,50;30,75;334
08.03.25 04:30;08.03.25 04:45;1.049,25;298,25;133,25;589,75;2,5;30,25;-;2.681,50;1.078,50;1.980,50;57,25;334
08.03.25 04:45;08.03.25 05:00;1.052,50;302;113,5;573;2;30,25;-;2.678,00;1.075,75;1.989,50;69,75;330,5
08.03.25 05:00;08.03.25 05:15;1.076,75;302;110;565,25;1,75;30,5;-;2.684,00;1.076,25;2.029,25;148,5;331,5
08.03.25 05:15;08.03.25 05:30;1.090,25;298,5;114,25;562;1,75;30,25;-;2.685,50;1.076,00;2.041,75;91,75;327,75
08.03.25 05:30;08.03.25 05:45;1.093,00;298,75;119,25;572;2;30;-;2.685,75;1.073,50;2.059,50;278,75;330
08.03.25 05:45;08.03.25 06:00;1.101,50;298,25;114,25;574,75;1,75;29,75;-;2.686,00;1.075,00;2.073,25;344;332
08.03.25 06:00;08.03.25 06:15;1.120,75;297,5;101;592,75;2;29,75;-;2.686,75;1.079,25;2.030,25;169,25;333,75
08.03.25 06:15;08.03.25 06:30;1.128,75;306;89,75;616,25;4,5;29,5;-;2.683,50;1.078,25;2.039,50;293,25;334,5
08.03.25 06:30;08.03.25 06:45;1.133,75;311,25;85,25;650,5;12,75;29,5;-;2.683,50;1.080,50;2.022,75;373,25;333,75
08.03.25 06:45;08.03.25 07:00;1.140,00;310,25;85,75;695;68;29,75;-;2.689,25;1.078,75;2.019,00;431,25;333,75
08.03.25 07:00;08.03.25 07:15;1.140,50;309,25;81,5;739,75;308,25;29,5;-;2.690,75;1.075,75;1.985,00;392,75;334,25
08.03.25 07:15;08.03.25 07:30;1.143,25;300,25;77,25;770,5;727,75;29,5;-;2.681,50;1.076,25;1.919,50;258,5;333,75
08.03.25 07:30;08.03.25 07:45;1.140,50;300,25;73,25;795,5;1.255,50;29,25;-;2.656,75;1.074,00;1.906,00;95,25;331,75
08.03.25 07:45;08.03.25 08:00;1.135,75;302,25;78;858;1.865,50;29,25;-;2.584,00;1.044,00;1.783,00;81,25;330,5
08.03.25 08:00;08.03.25 08:15;1.103,00;317;90;914;2.577,00;29,75;-;2.534,00;972,25;1.596,25;218,25;328
08.03.25 08:15;08.03.25 08:30;1.091,50;316;99,75;966,75;3.414,75;29,5;-;2.453,00;893,25;1.583,75;99;327,5
08.03.25 08:30;08.03.25 08:45;1.079,50;324,5;106,75;1.012,00;4.251,50;29,5;-;2.313,25;803;1.444,75;6;326,25
