Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
27.07.25 11:30;27.07.25 11:45;913,15;575,14;111,19;468,44;6.953,90;23,47;-;995;59;392,25;17;397,75
27.07.25 11:45;27.07.25 12:00;911,09;588,98;112,04;474,47;7.100,92;23,23;-;980;57,75;378,25;2,5;399,5
27.07.25 12:00;27.07.25 12:15;894,91;580,97;104,79;527,76;7.311,73;23,23;-;976;58,5;372,5;36,5;399,25
27.07.25 12:15;27.07.25 12:30;891,22;565,21;118,85;577,58;7.381,03;23,19;-;935;67;367,5;0,25;392,25
27.07.25 12:30;27.07.25 12:45;893,08;540,69;109,96;580,89;7.412,83;23,12;-;888,5;77,75;366;0,25;397
27.07.25 12:45;27.07.25 13:00;890,2;542,25;100,66;612,91;7.427,51;22,68;-;894,5;82;361;0,25;386
27.07.25 13:00;27.07.25 13:15;887,86;565,98;100,67;692,25;7.458,11;22,84;-;892,25;82,25;355,25;0,25;384
27.07.25 13:15;27.07.25 13:30;886,51;572,06;103,62;759,12;7.341,01;22,86;-;895,25;80;355,5;0,25;385
27.07.25 13:30;27.07.25 13:45;885,01;577,7;102,96;787,35;7.179,74;22,82;-;893,75;79,25;356,25;0,25;388,75
27.07.25 13:45;27.07.25 14:00;887,58;555,27;109,89;843,19;7.071,13;23,02;-;893,5;76,75;357;0,25;383,5
27.07.25 14:00;27.07.25 14:15;886,36;546,5;112,85;969,92;6.966,90;22,96;-;888;74,5;355,75;0,25;382
27.07.25 14:15;27.07.25 14:30;886,16;530,54;117,24;1.059,02;6.829,42;22,91;-;881,75;72,75;355,5;20,5;383
27.07.25 14:30;27.07.25 14:45;884,21;518,59;151,97;1.168,96;6.627,80;22,63;-;884;69,5;354,25;0,25;372,75
27.07.25 14:45;27.07.25 15:00;883,38;522;154,24;1.241,25;6.481,28;22,66;-;885,25;68;354;17,25;373,25
27.07.25 15:00;27.07.25 15:15;883,77;547,9;177,84;1.335,62;6.354,47;22,88;-;889;63,5;354,25;15,25;381,75
27.07.25 15:15;27.07.25 15:30;888,84;565,21;177,74;1.439,94;6.180,03;23,37;-;883,75;61,75;352;0,25;384
27.07.25 15:30;27.07.25 15:45;893,02;568,06;180,82;1.484,64;5.950,83;23,35;-;890,75;60;350,25;9,25;385
27.07.25 15:45;27.07.25 16:00;893,46;603,01;183,72;1.537,71;5.794,88;23,32;-;916,25;54;351,75;10,5;390,5
27.07.25 16:00;27.07.25 16:15;904,96;557,01;181,78;1.540,63;5.586,27;23,32;-;926;54,25;367,25;14;392,75
27.07.25 16:15;27.07.25 16:30;909,59;552,41;168,28;1.541,10;5.297,86;23,32;-;927;56;366;13;402,25
27.07.25 16:30;27.07.25 16:45;909,1;544,01;171,67;1.548,54;5.026,67;23,29;-;925,75;57,25;367,75;33,5;406,75
27.07.25 16:45;27.07.25 17:00;911,86;512,92;207,62;1.648,92;4.749,09;23,27;-;982,75;61,5;374,25;20;412
27.07.25 17:00;27.07.25 17:15;932,75;517,65;226,72;1.734,51;4.377,79;23,35;-;1.045,50;63,25;445,5;48,25;412,25
27.07.25 17:15;27.07.25 17:30;941,26;559,1;228,8;1.822,42;4.029,80;23,51;-;1.204,00;64,75;456,75;52,75;410,25
27.07.25 17:30;27.07.25 17:45;952,75;569,99;236,45;1.871,30;3.657,38;23,44;-;1.286,00;66,25;488;59,25;415
27.07.25 17:45;27.07.25 18:00;966,29;596,16;242,02;1.857,16;3.333,66;23,5;-;1.381,00;71,25;532,25;57,5;420,25
27.07.25 18:00;27.07.25 18:15;993,81;594,46;239,46;1.839,01;2.970,80;23,47;-;1.479,75;73;633;48,75;425
27.07.25 18:15;27.07.25 18:30;1.005,56;593,07;227,92;1.815,45;2.570,14;23,4;-;1.624,50;74;705,5;54,5;421,25
27.07.25 18:30;27.07.25 18:45;1.018,23;600,99;229,39;1.785,70;2.170,87;23,35;-;1.734,50;76,75;786,75;125,5;421,25
27.07.25 18:45;27.07.25 19:00;1.032,06;642,02;236,9;1.714,74;1.771,19;23,33;-;1.850,25;80;833,25;251,25;422,25
27.07.25 19:00;27.07.25 19:15;1.061,79;581,02;225,11;1.696,54;1.405,83;23,32;-;1.927,75;80,75;956,25;184,75;428,75
27.07.25 19:15;27.07.25 19:30;1.086,54;608,81;208,85;1.681,08;1.103,02;23,33;-;1.939,00;87,25;960,75;336,5;429,5
27.07.25 19:30;27.07.25 19:45;1.097,17;613,88;199,94;1.625,63;843,72;23,61;-;1.939,00;95;966,75;649,25;423
27.07.25 19:45;27.07.25 20:00;1.102,96;628,06;198,78;1.551,91;627,41;23,38;-;1.941,25;103;970,5;966,5;425,75
27.07.25 20:00;27.07.25 20:15;1.119,10;575,79;200,64;1.507,48;435,47;23,39;-;1.951,50;102,25;997;1.007,00;418
27.07.25 20:15;27.07.25 20:30;1.127,85;564,92;198,14;1.441,80;272,78;23,42;-;1.961,75;102;997,5;1.110,25;407,75
27.07.25 20:30;27.07.25 20:45;1.130,38;579,41;200,91;1.317,74;145,31;23,45;-;1.964,25;101;1.002,25;1.259,50;407
27.07.25 20:45;27.07.25 21:00;1.133,06;605;222,98;1.288,45;66,25;23,15;-;1.967,00;100,5;1.003,00;1.307,00;402,25
27.07.25 21:00;27.07.25 21:15;1.130,37;600,35;222,62;1.284,21;18,34;23,49;-;1.964,25;100,25;1.007,00;1.285,25;396,75
27.07.25 21:15;27.07.25 21:30;1.127,15;599;209,97;1.210,77;7,93;23,51;-;1.960,25;99,25;1.006,75;1.272,00;398,25
27.07.25 21:30;27.07.25 21:45;1.122,21;599,55;209,39;1.108,17;9,36;23,5;-;1.963,75;98,75;1.008,25;1.320,50;395,75
27.07.25 21:45;27.07.25 22:00;1.122,61;599,66;228,69;1.119,94;8,77;23,75;-;1.965,75;99;1.010,25;1.299,75;394,5
27.07.25 22:00;27.07.25 22:15;1.106,20;598,33;240,22;1.127,06;8,77;23,24;-;1.968,50;98;1.012,50;1.346,25;402
27.07.25 22:15;27.07.25 22:30;1.094,64;598,33;231,11;1.139,66;7,93;22,77;-;1.965,25;97,5;1.013,75;1.254,00;405
27.07.25 22:30;27.07.25 22:45;1.082,92;577,28;216,16;1.138,87;2,68;22,81;-;1.963,50;96,25;1.014,25;978,75;404,75
27.07.25 22:45;27.07.25 23:00;1.075,37;546,8;198,5;1.182,56;1,52;22,81;-;1.963,75;96,25;1.003,00;759,75;408,5
27.07.25 23:00;27.07.25 23:15;1.051,83;588,33;188,41;1.233,58;2,26;22,82;-;1.958,50;96,5;961,5;714,5;414,25
27.07.25 23:15;27.07.25 23:30;1.045,16;561,98;200,82;1.272,06;1,32;22,82;-;1.958,00;94,25;958;555,75;410
27.07.25 23:30;27.07.25 23:45;1.033,94;548,58;227,15;1.283,77;1,57;22,81;-;1.963,75;95;955;341,75;412,25
27.07.25 23:45;28.07.25 00:00;1.028,97;528,25;257,3;1.287,09;1,41;22,81;-;1.939,50;93,75;953,25;192,25;412,75
28.07.25 00:00;28.07.25 00:15;992,97;576,67;274,23;1.314,21;1,3;22,82;-;1.829,00;93,5;1.001,00;156,5;407,5
28.07.25 00:15;28.07.25 00:30;981,69;569,8;283,96;1.357,79;1,31;22,84;-;1.743,25;83;990;92,75;412,25
28.07.25 00:30;28.07.25 00:45;976,17;557,58;293,83;1.390,71;1,28;22,84;-;1.713,75;76,75;982;67,75;411
28.07.25 00:45;28.07.25 01:00;972,81;539,47;320,2;1.446,55;1,29;22,87;-;1.698,00;67,5;982,5;18;411,75
28.07.25 01:00;28.07.25 01:15;956,64;570,01;333,86;1.476,20;4,18;22,89;-;1.691,75;64,75;956,75;124,75;417,75
28.07.25 01:15;28.07.25 01:30;954,75;565,17;322,35;1.510,99;1,62;22,89;-;1.664,50;64,25;951,5;70,75;417,75
28.07.25 01:30;28.07.25 01:45;950,66;527,94;334,19;1.577,70;1,28;22,91;-;1.661,25;66,25;952,5;45;417,25
28.07.25 01:45;28.07.25 02:00;948,94;536,73;362,66;1.623,23;1,3;22,92;-;1.667,25;63,25;951,5;19,5;413,5
28.07.25 02:00;28.07.25 02:15;944,89;561,29;336,07;1.642,09;1,28;22,93;-;1.676,00;65;941,5;23,75;418
28.07.25 02:15;28.07.25 02:30;944,07;535,9;340,36;1.683,60;1,22;22,93;-;1.651,75;67,25;939,5;9,25;418,5
28.07.25 02:30;28.07.25 02:45;943,71;528,02;360,4;1.715,98;1,36;23,16;-;1.622,75;67,5;938,25;8,75;418,75
28.07.25 02:45;28.07.25 03:00;940,53;549,87;345,8;1.745,92;1,39;23,16;-;1.608,00;66,75;935,25;15,25;415,75
28.07.25 03:00;28.07.25 03:15;935,92;548,76;357,87;1.751,11;1,33;23,17;-;1.602,00;67,25;917,5;32,75;414,5
28.07.25 03:15;28.07.25 03:30;932,75;542,29;386,05;1.769,55;1,37;23,16;-;1.602,50;64,25;917,75;36,5;417,5
28.07.25 03:30;28.07.25 03:45;933,51;540,65;424,11;1.788,18;1,45;23,14;-;1.586,50;66;917,25;36,5;422,25
28.07.25 03:45;28.07.25 04:00;933,97;542,86;460,72;1.788,48;1,52;23,14;-;1.586,50;67;916,75;37,5;419
28.07.25 04:00;28.07.25 04:15;939,61;556,87;472,01;1.806,14;1,35;23,14;-;1.627,00;65,75;908,25;47,75;411
28.07.25 04:15;28.07.25 04:30;940,33;556,87;466,34;1.831,12;1,36;23,15;-;1.630,25;68,25;904;46,25;412
28.07.25 04:30;28.07.25 04:45;942,47;557,1;464,35;1.866,09;1,51;23,13;-;1.622,50;70,5;904,5;49,25;411,75
28.07.25 04:45;28.07.25 05:00;946,41;557,69;473,21;1.900,26;1,45;23,13;-;1.625,00;71;918;45,5;414,75
28.07.25 05:00;28.07.25 05:15;967,01;580,98;461,41;1.927,92;1,97;23,1;-;1.637,75;82,5;945,5;65,75;408,75
28.07.25 05:15;28.07.25 05:30;970,44;554,32;458,74;1.932,52;2,54;22,71;-;1.654,25;83,75;947;22,25;408
28.07.25 05:30;28.07.25 05:45;976,77;633,8;460,33;1.986,96;6,44;22,72;-;1.698,50;86,25;953,25;31;408,75
28.07.25 05:45;28.07.25 06:00;983,74;651,23;463,1;2.103,40;25,54;23,09;-;1.780,00;87,5;954,25;56,75;412,5
28.07.25 06:00;28.07.25 06:15;1.028,80;607,87;418,75;2.168,52;81,08;23,07;-;1.902,25;91,75;1.044,75;87,5;406
28.07.25 06:15;28.07.25 06:30;1.051,71;653,62;361,59;2.164,40;183,31;23,04;-;1.954,00;102,5;1.049,50;261,75;404,75
28.07.25 06:30;28.07.25 06:45;1.067,10;645,87;367,36;2.182,92;318,82;23,04;-;1.980,00;111,75;1.050,25;431,25;401
28.07.25 06:45;28.07.25 07:00;1.077,00;645,38;350,4;2.212,23;487,87;23,02;-;1.997,00;113,25;1.051,75;542;403,25
28.07.25 07:00;28.07.25 07:15;1.084,16;680,35;335,36;2.194,97;670,16;22,76;-;2.008,25;115,75;1.069,50;809,75;403,25
28.07.25 07:15;28.07.25 07:30;1.086,12;682,72;343,1;2.123,71;886,26;22,73;-;1.998,75;118,75;1.070,00;824,75;399,25
28.07.25 07:30;28.07.25 07:45;1.087,66;689,05;363,42;2.030,64;1.137,05;22,7;-;1.999,50;117,75;1.005,75;838;398,5
28.07.25 07:45;28.07.25 08:00;1.084,12;683;377,8;1.956,79;1.409,69;22,31;-;1.994,25;119,25;972,75;793,75;400,5
28.07.25 08:00;28.07.25 08:15;1.060,15;685,99;391,61;1.876,95;1.710,03;22,04;-;1.982,75;121;924,5;904,25;401,5
28.07.25 08:15;28.07.25 08:30;1.057,83;680,77;372,96;1.836,10;2.021,99;21,77;-;1.979,25;123;911,25;833;405,5
28.07.25 08:30;28.07.25 08:45;1.050,75;659,16;362,5;1.828,81;2.352,79;21,75;-;1.968,50;121,5;919,5;634;408,25
28.07.25 08:45;28.07.25 09:00;1.048,69;640,77;343,59;1.850,63;2.706,26;21,98;-;1.924,00;123,25;914,75;269;404,25
28.07.25 09:00;28.07.25 09:15;1.032,04;675,93;293,54;1.943,11;3.074,57;21,96;-;1.926,00;124,5;901,5;572,75;408,5
28.07.25 09:15;28.07.25 09:30;1.027,33;657,76;263,01;1.994,71;3.447,49;21,97;-;1.931,50;122;902;281,75;414
28.07.25 09:30;28.07.25 09:45;1.008,50;610,15;245,28;2.088,45;3.804,46;22,22;-;1.905,75;121;898,25;77;424
28.07.25 09:45;28.07.25 10:00;998,05;562,32;225,26;2.173,18;4.205,45;22,46;-;1.850,75;121,25;869,75;21;427,25
28.07.25 10:00;28.07.25 10:15;960,4;605,76;217,14;2.261,96;4.591,51;22,44;-;1.679,00;174;780,75;128,75;428
28.07.25 10:15;28.07.25 10:30;953,41;562,27;220,68;2.345,59;4.875,92;22,4;-;1.542,25;180,75;731,75;19,5;424,75
28.07.25 10:30;28.07.25 10:45;943,15;556,57;228,86;2.409,18;5.169,79;22,37;-;1.433,50;175,75;669;43,25;426,5
