Datum von;Datum bis;Deutschland/Luxemburg [€/MWh] Originalauflösungen;∅ Anrainer DE/LU [€/MWh] Originalauflösungen;Belgien [€/MWh] Originalauflösungen;Dänemark 1 [€/MWh] Originalauflösungen;Dänemark 2 [€/MWh] Originalauflösungen;Frankreich [€/MWh] Originalauflösungen;Niederlande [€/MWh] Originalauflösungen;Norwegen 2 [€/MWh] Originalauflösungen;Österreich [€/MWh] Originalauflösungen;Polen [€/MWh] Originalauflösungen;Schweden 4 [€/MWh] Originalauflösungen;Schweiz [€/MWh] Originalauflösungen;Tschechien [€/MWh] Originalauflösungen;DE/AT/LU [€/MWh] Originalauflösungen;Italien (Nord) [€/MWh] Originalauflösungen;Slowenien [€/MWh] Originalauflösungen;Ungarn [€/MWh] Originalauflösungen
08.12.2025 01:00;08.12.2025 01:15;15,38;45,50;13,69;15,71;16,14;17,32;11,59;40,22;113,40;106,28;15,71;93,00;57,48;-;104,32;86,38;81,76
08.12.2025 01:15;08.12.2025 01:30;15,72;45,43;13,78;16,06;16,51;16,87;11,79;40,02;113,68;105,34;16,05;93,00;56,67;-;99,10;86,48;81,73
08.12.2025 01:30;08.12.2025 01:45;9,26;44,39;10,70;10,74;12,70;16,34;7,78;38,82;101,26;103,92;12,44;93,00;80,61;-;92,60;81,96;80,99
08.12.2025 01:45;08.12.2025 02:00;4,00;43,67;8,47;7,40;10,79;14,47;4,93;32,26;88,00;102,09;10,61;93,00;108,32;-;88,00;77,89;81,10
08.12.2025 02:00;08.12.2025 02:15;16,81;43,85;15,40;16,82;16,84;19,98;13,41;36,17;102,19;100,24;16,35;92,86;52,09;-;99,00;78,42;74,46
08.12.2025 02:15;08.12.2025 02:30;12,36;41,53;11,72;12,36;12,36;16,49;10,96;30,75;107,68;97,79;12,11;92,86;51,78;-;95,00;81,20;76,74
08.12.2025 02:30;08.12.2025 02:45;9,21;39,99;8,99;9,35;9,58;13,83;8,93;29,27;109,32;97,78;9,41;92,86;50,61;-;99,00;81,53;76,82
08.12.2025 02:45;08.12.2025 03:00;8,27;37,46;8,08;8,27;8,27;12,37;8,03;28,39;97,00;95,71;8,15;92,86;44,96;-;97,00;72,37;68,20
08.12.2025 03:00;08.12.2025 03:15;5,94;40,16;7,81;7,31;7,50;13,42;5,90;26,50;102,22;93,30;7,51;91,21;79,08;-;96,00;81,85;80,85
08.12.2025 03:15;08.12.2025 03:30;5,55;38,27;7,26;6,96;7,14;12,69;5,53;26,30;99,94;81,76;7,14;91,21;75,00;-;94,00;79,54;78,32
08.12.2025 03:30;08.12.2025 03:45;5,40;38,48;7,00;6,82;7,00;12,60;5,39;26,22;104,79;80,30;7,00;91,21;75,00;-;92,60;82,64;80,99
08.12.2025 03:45;08.12.2025 04:00;5,47;38,92;7,00;6,89;7,07;12,59;5,46;26,25;105,32;85,30;7,07;91,21;74,00;-;92,60;82,80;80,99
08.12.2025 04:00;08.12.2025 04:15;6,91;36,58;7,82;6,91;6,91;13,35;5,05;26,61;99,10;64,00;6,88;91,23;74,50;-;81,49;79,09;77,92
08.12.2025 04:15;08.12.2025 04:30;9,32;37,95;9,14;9,32;9,32;13,23;6,70;27,94;103,48;67,80;9,28;91,23;70,00;-;81,49;81,49;79,39
08.12.2025 04:30;08.12.2025 04:45;13,83;41,90;12,82;13,83;13,83;12,99;11,00;30,48;102,53;83,85;13,54;91,23;74,81;-;82,67;82,67;80,99
08.12.2025 04:45;08.12.2025 05:00;21,50;49,10;21,62;21,50;21,49;15,22;20,49;34,78;89,05;97,46;20,99;91,23;106,29;-;81,49;81,49;84,00
08.12.2025 05:00;08.12.2025 05:15;8,97;40,86;13,51;8,97;8,97;12,49;11,09;27,18;75,33;61,00;8,97;92,88;129,03;-;92,60;74,79;81,18
08.12.2025 05:15;08.12.2025 05:30;18,56;43,65;15,62;18,56;23,15;15,36;14,31;33,27;110,22;76,06;22,75;92,88;58,00;-;89,50;85,20;80,99
08.12.2025 05:30;08.12.2025 05:45;35,09;52,47;29,82;35,09;31,99;20,12;30,12;43,11;107,72;89,68;31,56;92,88;65,11;-;87,97;87,97;84,26
08.12.2025 05:45;08.12.2025 06:00;52,00;61,66;41,91;45,24;38,90;15,98;44,49;51,93;123,08;103,92;38,40;92,88;81,51;-;104,32;104,32;100,26
08.12.2025 06:00;08.12.2025 06:15;34,84;54,59;33,19;33,48;34,83;26,89;33,05;51,03;88,95;97,78;34,21;98,00;69,08;-;88,95;82,32;87,27
08.12.2025 06:15;08.12.2025 06:30;69,46;65,68;59,20;46,86;40,31;26,43;63,30;55,48;101,31;102,97;39,73;98,00;88,84;-;98,24;97,78;99,27
08.12.2025 06:30;08.12.2025 06:45;68,06;72,37;62,63;51,27;46,16;46,61;63,95;58,64;119,23;103,93;45,68;98,00;100,00;-;110,00;110,00;110,77
08.12.2025 06:45;08.12.2025 07:00;84,91;80,73;75,81;56,29;54,20;40,01;79,69;62,15;119,83;108,18;53,90;98,00;139,99;-;120,00;120,00;122,42
08.12.2025 07:00;08.12.2025 07:15;64,23;79,78;64,17;63,24;63,23;52,96;64,17;62,21;100,69;123,04;53,33;110,04;120,53;-;107,49;107,49;120,78
08.12.2025 07:15;08.12.2025 07:30;87,29;83,90;79,36;63,94;63,94;34,52;79,36;65,36;111,40;141,79;61,79;110,04;111,40;-;118,05;118,05;127,88
08.12.2025 07:30;08.12.2025 07:45;91,85;84,87;82,57;64,85;64,84;18,54;82,57;66,19;115,85;149,58;62,69;110,04;115,85;-;121,65;121,65;127,90
08.12.2025 07:45;08.12.2025 08:00;87,99;87,09;84,61;66,16;66,15;26,48;84,61;66,79;115,30;158,29;64,09;110,04;115,48;-;121,89;121,89;129,90
08.12.2025 08:00;08.12.2025 08:15;95,03;90,26;88,83;66,98;80,41;55,30;88,83;68,45;112,71;141,00;65,30;112,33;112,71;-;118,05;118,05;127,90
08.12.2025 08:15;08.12.2025 08:30;100,37;90,02;90,72;67,13;81,63;43,88;90,72;68,56;116,37;136,99;65,50;112,33;116,37;-;118,05;120,08;123,52
08.12.2025 08:30;08.12.2025 08:45;103,79;91,41;94,93;67,16;84,23;55,47;94,93;68,46;115,93;131,16;65,66;112,33;115,25;-;118,05;118,78;121,04
08.12.2025 08:45;08.12.2025 09:00;100,81;88,16;89,29;67,45;80,87;40,84;89,29;68,52;113,94;128,53;65,83;112,33;112,86;-;115,62;116,84;118,11
08.12.2025 09:00;08.12.2025 09:15;105,35;93,59;98,49;67,85;87,77;68,50;100,60;68,99;115,65;127,81;65,08;112,65;116,12;-;115,65;117,95;120,04
08.12.2025 09:15;08.12.2025 09:30;102,90;90,82;92,96;68,08;85,09;50,35;96,04;69,04;115,15;130,11;65,21;112,65;114,39;-;113,05;117,98;119,81
08.12.2025 09:30;08.12.2025 09:45;97,05;85,39;83,63;67,86;80,64;35,01;88,87;69,12;108,66;120,14;65,43;112,65;107,33;-;108,66;111,25;111,94
08.12.2025 09:45;08.12.2025 10:00;88,05;79,68;73,89;67,21;74,99;26,96;80,00;69,35;99,37;108,18;65,03;112,65;98,90;-;99,37;101,73;102,13
08.12.2025 10:00;08.12.2025 10:15;95,35;87,82;85,76;67,69;67,69;35,75;95,35;69,56;117,00;132,01;65,57;107,60;122,00;-;107,49;119,89;122,74
08.12.2025 10:15;08.12.2025 10:30;85,96;81,67;76,93;67,39;67,39;29,01;83,50;69,61;106,04;119,66;65,23;107,60;106,04;-;106,04;107,81;109,99
08.12.2025 10:30;08.12.2025 10:45;82,91;78,74;73,71;66,50;66,50;25,50;82,16;68,84;98,21;114,65;64,30;107,60;98,21;-;98,21;101,24;103,25
08.12.2025 10:45;08.12.2025 11:00;79,93;76,35;69,77;66,34;66,33;21,01;79,07;68,76;94,80;109,83;61,57;107,60;94,80;-;94,80;97,77;99,47
08.12.2025 11:00;08.12.2025 11:15;82,01;79,64;71,71;67,03;68,59;24,98;80,10;68,72;106,64;111,96;68,59;100,59;107,12;-;98,92;106,64;108,04
08.12.2025 11:15;08.12.2025 11:30;77,98;78,25;68,56;66,71;68,26;20,30;77,98;68,46;104,74;112,19;68,26;100,59;104,74;-;100,00;104,74;106,54
08.12.2025 11:30;08.12.2025 11:45;77,92;77,75;69,24;66,90;68,45;24,85;73,71;68,66;100,81;110,04;68,45;100,59;103,53;-;99,00;101,82;103,94
08.12.2025 11:45;08.12.2025 12:00;82,05;77,08;70,08;65,10;66,43;21,95;74,42;68,52;100,00;109,84;66,37;100,59;104,61;-;100,00;102,48;104,16
08.12.2025 12:00;08.12.2025 12:15;76,31;77,20;67,42;68,70;69,12;23,01;71,41;69,12;100,02;108,18;69,12;99,00;104,06;-;100,00;100,98;103,17
08.12.2025 12:15;08.12.2025 12:30;77,31;75,90;67,24;66,48;66,48;20,00;70,69;68,52;97,57;109,01;66,40;99,00;103,54;-;99,00;100,09;102,43
08.12.2025 12:30;08.12.2025 12:45;79,42;77,12;68,88;67,12;67,12;20,68;72,04;69,28;99,87;111,43;67,05;99,00;105,85;-;89,00;102,47;104,93
08.12.2025 12:45;08.12.2025 13:00;84,35;79,85;72,80;67,17;67,17;20,00;76,27;69,34;106,75;119,41;67,10;99,00;113,31;-;92,00;109,60;112,29
08.12.2025 13:00;08.12.2025 13:15;83,92;76,49;71,44;66,36;66,36;16,46;75,30;68,48;98,84;113,82;66,29;99,19;98,84;-;89,00;102,02;103,69
08.12.2025 13:15;08.12.2025 13:30;87,79;78,85;74,64;66,37;66,37;16,46;78,70;68,50;104,43;121,99;66,30;99,19;104,43;-;89,00;108,05;110,67
08.12.2025 13:30;08.12.2025 13:45;88,29;79,25;74,42;66,25;66,25;11,00;77,79;68,36;107,18;127,92;66,18;99,19;107,18;-;89,00;111,27;114,51
08.12.2025 13:45;08.12.2025 14:00;87,38;79,50;75,00;66,40;66,40;12,57;75,18;68,53;106,92;132,07;66,33;99,19;105,96;-;86,87;111,38;115,44
08.12.2025 14:00;08.12.2025 14:15;80,49;72,96;67,90;65,40;61,52;13,29;70,10;67,90;94,00;108,18;61,31;100,26;92,69;-;94,00;96,99;98,05
08.12.2025 14:15;08.12.2025 14:30;93,61;80,72;78,82;65,58;63,62;15,40;78,82;68,34;111,47;132,10;63,47;100,26;110,09;-;100,00;115,59;118,38
08.12.2025 14:30;08.12.2025 14:45;100,55;86,15;86,69;66,77;64,86;16,57;86,69;68,79;122,00;149,40;64,74;100,26;120,92;-;104,20;127,05;131,31
08.12.2025 14:45;08.12.2025 15:00;101,67;84,41;85,48;66,54;64,60;16,90;85,66;68,95;119,44;138,37;64,46;100,26;117,80;-;107,00;123,34;124,85
08.12.2025 15:00;08.12.2025 15:15;104,08;82,17;84,42;67,22;65,34;20,00;92,95;68,78;111,16;107,06;65,24;114,00;107,74;-;107,49;112,60;109,81
08.12.2025 15:15;08.12.2025 15:30;94,40;85,71;79,29;70,23;68,54;24,98;86,08;68,95;112,75;136,99;68,54;114,00;112,46;-;107,49;117,07;120,55
08.12.2025 15:30;08.12.2025 15:45;100,10;86,81;83,46;70,34;68,64;25,24;90,86;69,07;116,04;133,69;68,64;114,00;114,95;-;114,36;119,74;121,71
08.12.2025 15:45;08.12.2025 16:00;102,00;89,03;85,97;70,79;69,08;29,01;93,10;69,37;120,00;137,95;69,08;114,00;121,00;-;120,00;123,86;126,33
08.12.2025 16:00;08.12.2025 16:15;95,94;86,46;83,07;68,09;68,09;20,81;81,01;68,85;116,47;144,17;66,02;118,70;115,76;-;112,80;121,35;125,00
08.12.2025 16:15;08.12.2025 16:30;103,02;90,48;91,81;68,82;68,82;29,41;86,17;69,00;127,87;129,46;66,82;118,70;138,42;-;118,05;131,15;132,33
08.12.2025 16:30;08.12.2025 16:45;102,93;93,05;92,30;70,13;70,13;43,20;92,97;69,32;129,04;123,99;68,24;118,70;145,57;-;121,12;131,75;133,20
08.12.2025 16:45;08.12.2025 17:00;102,41;94,48;91,86;71,39;71,39;50,14;96,48;69,61;126,93;132,72;69,60;118,70;140,45;-;126,93;130,22;133,17
08.12.2025 17:00;08.12.2025 17:15;110,03;92,64;90,23;72,09;72,09;19,04;98,94;70,00;134,70;122,91;70,00;120,00;149,05;-;121,12;137,22;136,58
08.12.2025 17:15;08.12.2025 17:30;111,45;92,06;94,84;72,11;72,11;37,20;102,17;70,02;125,29;118,40;70,02;120,00;130,45;-;125,29;126,98;125,64
08.12.2025 17:30;08.12.2025 17:45;108,84;94,47;99,86;72,09;72,09;66,63;103,47;70,00;121,12;115,28;69,99;120,00;128,59;-;121,12;122,34;122,14
08.12.2025 17:45;08.12.2025 18:00;109,08;97,41;105,73;72,08;72,08;88,68;105,73;69,99;120,68;117,15;69,99;120,00;129,38;-;121,77;121,77;122,70
08.12.2025 18:00;08.12.2025 18:15;103,52;94,39;96,99;70,74;70,74;70,41;99,88;68,77;121,56;119,02;65,37;120,49;134,37;-;121,56;123,51;125,43
08.12.2025 18:15;08.12.2025 18:30;98,48;93,10;94,86;70,39;70,39;74,01;94,86;68,71;118,84;116,02;60,91;120,49;134,63;-;120,00;120,90;123,60
08.12.2025 18:30;08.12.2025 18:45;103,12;94,19;100,10;70,04;70,04;83,08;100,10;68,58;118,91;116,37;57,28;120,49;131,12;-;120,49;120,49;122,47
08.12.2025 18:45;08.12.2025 19:00;95,93;93,24;95,93;67,24;67,24;89,17;95,92;68,42;117,80;113,82;54,35;120,49;135,21;-;120,36;120,36;125,46
08.12.2025 19:00;08.12.2025 19:15;98,70;96,81;98,61;69,78;69,77;90,83;98,61;67,91;121,11;125,27;63,02;121,11;138,86;-;123,80;123,80;128,91
08.12.2025 19:15;08.12.2025 19:30;94,74;93,89;95,53;65,28;65,27;90,09;95,16;67,74;120,59;114,65;56,87;121,11;140,52;-;123,71;123,71;130,33
08.12.2025 19:30;08.12.2025 19:45;98,03;90,68;93,94;64,89;64,88;70,61;93,94;67,46;120,08;109,59;54,25;121,11;136,71;-;122,34;122,34;125,46
08.12.2025 19:45;08.12.2025 20:00;95,07;89,30;91,03;64,37;64,36;71,14;92,29;67,21;121,11;107,37;49,01;121,11;133,29;-;121,84;121,84;124,85
08.12.2025 20:00;08.12.2025 20:15;97,85;93,46;95,57;65,51;65,51;82,03;96,45;68,74;125,24;119,37;50,94;121,09;137,64;-;125,24;125,24;127,98
08.12.2025 20:15;08.12.2025 20:30;94,47;89,15;89,88;65,20;65,20;69,93;91,74;68,54;122,00;108,18;48,39;121,09;130,52;-;122,00;120,83;122,00
08.12.2025 20:30;08.12.2025 20:45;85,79;83,96;78,33;64,65;64,65;47,91;81,53;68,00;117,81;104,86;46,79;121,09;127,99;-;120,00;116,78;117,81
08.12.2025 20:45;08.12.2025 21:00;79,27;76,73;66,63;64,25;64,24;21,25;72,25;67,64;110,63;102,96;45,13;121,09;108,00;-;114,36;108,69;108,72
08.12.2025 21:00;08.12.2025 21:15;89,08;86,08;82,82;65,24;65,24;54,19;85,44;68,71;116,79;105,98;47,48;113,91;141,12;-;118,85;118,85;121,01
08.12.2025 21:15;08.12.2025 21:30;91,27;82,56;80,21;64,90;64,89;38,00;84,87;68,36;113,10;103,96;46,88;113,91;129,13;-;115,00;115,00;115,59
08.12.2025 21:30;08.12.2025 21:45;81,95;82,83;76,72;64,33;64,32;52,19;78,77;67,76;114,36;99,63;45,61;113,91;133,57;-;114,36;114,36;116,09
08.12.2025 21:45;08.12.2025 22:00;71,77;71,18;62,34;62,05;51,86;27,09;67,12;65,10;108,00;85,68;43,65;113,91;96,18;-;108,00;101,52;99,29
08.12.2025 22:00;08.12.2025 22:15;94,60;83,81;85,73;64,49;64,49;52,00;89,70;68,05;112,79;105,53;44,88;108,04;126,19;-;114,36;114,36;114,89
08.12.2025 22:15;08.12.2025 22:30;86,49;81,54;79,91;63,99;63,98;52,33;82,84;67,54;108,32;99,86;43,56;108,04;126,55;-;110,00;110,00;111,36
08.12.2025 22:30;08.12.2025 22:45;75,85;75,65;71,10;63,14;52,75;49,00;73,71;66,58;100,80;89,72;42,73;108,04;114,59;-;100,80;100,80;101,87
08.12.2025 22:45;08.12.2025 23:00;63,90;68,50;61,96;59,59;39,87;50,81;63,88;62,18;97,87;79,24;39,25;108,04;90,82;-;97,87;91,57;90,74
08.12.2025 23:00;08.12.2025 23:15;85,37;75,25;77,81;62,75;55,03;52,94;80,86;66,10;103,99;92,05;42,31;99,88;94,02;-;103,99;100,17;98,34
08.12.2025 23:15;08.12.2025 23:30;73,36;71,11;68,68;61,96;48,93;54,39;70,22;65,08;100,00;91,15;39,65;99,88;82,26;-;100,00;92,77;90,52
08.12.2025 23:30;08.12.2025 23:45;71,00;70,62;69,43;62,24;58,06;65,52;69,62;64,99;95,41;78,84;33,83;99,88;78,96;-;95,41;88,29;86,54
08.12.2025 23:45;09.12.2025 00:00;63,28;64,84;60,03;59,36;48,75;50,89;60,82;61,39;95,03;73,53;29,83;99,88;73,72;-;95,41;85,98;83,58
09.12.2025 00:00;09.12.2025 00:15;77,32;72,98;71,57;73,69;58,32;52,77;73,69;63,73;99,07;84,90;39,93;100,12;85,04;-;99,24;94,21;91,99
09.12.2025 00:15;09.12.2025 00:30;71,49;70,75;66,14;68,00;67,99;49,04;68,00;65,00;96,83;80,25;36,49;100,12;80,39;-;99,24;90,91;88,49
09.12.2025 00:30;09.12.2025 00:45;71,92;66,35;61,58;65,97;65,96;26,03;65,97;63,86;86,00;77,15;39,75;100,12;77,41;-;97,48;84,13;81,87
09.12.2025 00:45;09.12.2025 01:00;74,06;63,70;58,91;64,60;64,59;6,03;65,59;63,49;83,83;78,08;37,05;100,12;78,45;-;96,44;84,07;81,51
09.12.2025 01:00;09.12.2025 01:15;71,22;69,84;64,93;65,83;65,82;44,68;67,66;65,49;94,93;79,50;40,79;99,00;79,62;-;97,40;89,64;87,22
09.12.2025 01:15;09.12.2025 01:30;71,55;68,14;62,84;65,62;65,62;33,85;66,95;65,24;91,84;78,79;40,80;99,00;78,98;-;97,40;87,95;85,47
09.12.2025 01:30;09.12.2025 01:45;73,98;68,34;64,31;66,66;66,66;31,55;69,10;66,43;88,23;79,24;41,05;99,00;79,47;-;97,00;86,19;84,00
09.12.2025 01:45;09.12.2025 02:00;74,39;66,33;61,90;66,20;66,19;19,06;68,31;65,92;84,85;78,52;40,90;99,00;78,82;-;95,73;84,39;82,12
09.12.2025 02:00;09.12.2025 02:15;70,25;66,84;62,09;65,75;65,74;35,50;65,75;63,85;96,83;79,61;21,33;99,00;79,75;-;97,00;91,12;88,26
09.12.2025 02:15;09.12.2025 02:30;71,71;64,93;60,56;66,03;66,03;22,98;66,03;64,15;90,35;78,54;21,79;99,00;78,77;-;97,43;87,39;84,71
09.12.2025 02:30;09.12.2025 02:45;73,30;65,40;62,02;67,36;67,36;23,64;67,69;65,50;87,09;78,50;22,49;99,00;78,75;-;97,43;85,49;83,13
09.12.2025 02:45;09.12.2025 03:00;79,59;68,27;69,29;68,63;68,63;33,64;74,70;66,81;83,56;81,43;23,60;99,00;81,68;-;97,43;84,46;82,90
09.12.2025 03:00;09.12.2025 03:15;72,28;64,28;60,49;66,17;66,17;20,42;66,37;64,26;88,18;78,20;19,99;98,39;78,48;-;97,43;86,10;83,53
09.12.2025 03:15;09.12.2025 03:30;72,86;63,99;60,22;66,41;66,41;17,00;66,60;64,50;87,11;78,27;20,40;98,39;78,58;-;97,43;85,65;83,09
09.12.2025 03:30;09.12.2025 03:45;75,94;64,82;62,23;66,96;66,96;15,05;69,28;65,05;86,77;80,25;21,48;98,39;80,59;-;97,43;86,45;83,99
09.12.2025 03:45;09.12.2025 04:00;78,30;64,92;61,94;70,52;70,52;5,21;70,52;64,99;84,99;81,35;23,89;98,39;81,75;-;97,43;86,32;83,82
09.12.2025 04:00;09.12.2025 04:15;68,65;61,24;55,25;60,15;60,15;10,14;61,83;61,92;90,58;76,67;20,16;99,86;76,98;-;97,43;87,16;83,99
09.12.2025 04:15;09.12.2025 04:30;72,12;62,31;56,42;64,15;64,15;3,00;64,35;62,29;89,93;78,87;23,17;99,86;79,25;-;97,00;88,09;84,91
09.12.2025 04:30;09.12.2025 04:45;75,77;64,05;59,20;65,17;65,17;2,68;67,61;63,27;92,74;82,28;23,91;99,86;82,68;-;92,74;91,29;88,06
09.12.2025 04:45;09.12.2025 05:00;78,34;66,15;60,63;67,50;67,50;0,39;69,56;63,57;98,71;87,44;26,04;99,86;86,47;-;96,55;96,55;92,95
09.12.2025 05:00;09.12.2025 05:15;61,32;63,69;55,37;57,28;57,28;37,11;57,28;58,22;92,51;71,96;33,89;107,50;72,19;-;92,90;85,14;82,39
09.12.2025 05:15;09.12.2025 05:30;70,09;65,62;56,20;61,48;61,47;10,48;61,61;59,92;100,00;80,76;41,25;107,50;81,14;-;97,06;94,48;90,74
09.12.2025 05:30;09.12.2025 05:45;82,41;73,25;68,50;64,14;64,14;22,26;74,04;62,71;106,58;98,71;45,64;107,50;91,54;-;102,65;102,65;99,28
09.12.2025 05:45;09.12.2025 06:00;107,00;80,80;83,42;65,74;65,74;3,14;93,40;64,00;120,96;113,94;57,55;107,50;113,43;-;113,87;121,70;117,79
09.12.2025 06:00;09.12.2025 06:15;74,22;72,75;59,78;65,02;65,02;12,53;65,38;63,42;109,25;102,08;52,17;120,00;85,59;-;109,25;104,97;108,26
09.12.2025 06:15;09.12.2025 06:30;98,19;80,65;77,07;68,88;68,88;5,76;86,00;66,88;116,96;104,75;66,88;120,00;105,06;-;116,96;116,96;117,13
09.12.2025 06:30;09.12.2025 06:45;110,99;94,14;92,26;90,15;90,15;29,65;99,99;69,17;135,82;119,48;69,16;120,00;119,75;-;125,79;133,87;134,09
09.12.2025 06:45;09.12.2025 07:00;111,99;95,28;90,00;99,04;99,04;15,12;99,04;72,27;143,92;119,81;72,26;120,00;117,60;-;140,80;151,05;181,88
09.12.2025 07:00;09.12.2025 07:15;94,03;90,49;82,77;87,26;87,26;43,20;87,26;72,99;122,14;108,25;72,99;127,90;103,38;-;118,17;118,17;113,79
09.12.2025 07:15;09.12.2025 07:30;102,60;92,40;83,59;91,35;91,35;17,67;91,35;75,78;132,99;114,60;75,78;127,90;114,00;-;127,58;127,58;123,21
09.12.2025 07:30;09.12.2025 07:45;108,53;99,93;92,92;99,16;99,16;39,09;99,16;78,99;142,99;121,31;78,99;127,90;119,54;-;135,37;135,37;130,90
09.12.2025 07:45;09.12.2025 08:00;118,00;110,62;101,66;118,00;118,00;45,31;108,33;99,96;143,92;127,74;99,96;127,90;126,05;-;138,89;138,89;134,93
09.12.2025 08:00;09.12.2025 08:15;135,99;108,07;100,00;90,19;135,99;44,73;113,30;81,68;137,29;137,31;81,68;129,25;137,40;-;137,34;137,34;137,36
09.12.2025 08:15;09.12.2025 08:30;133,61;112,99;107,49;101,07;133,61;63,07;117,27;92,93;135,38;134,94;92,93;129,25;135,00;-;135,58;135,58;135,24
09.12.2025 08:30;09.12.2025 08:45;129,80;115,41;107,42;107,02;129,80;85,78;123,56;100,00;127,61;129,50;100,00;129,25;129,57;-;126,99;126,99;128,45
09.12.2025 08:45;09.12.2025 09:00;119,60;112,87;103,60;114,52;119,60;81,00;114,35;109,84;119,47;120,00;109,84;129,25;120,05;-;119,32;119,32;119,73
09.12.2025 09:00;09.12.2025 09:15;126,08;119,65;116,54;120,72;126,08;83,39;120,72;117,71;130,05;128,07;117,71;127,10;128,06;-;127,03;130,79;129,23
09.12.2025 09:15;09.12.2025 09:30;111,45;106,47;101,05;105,53;111,45;65,01;105,53;102,47;119,82;115,79;102,47;127,10;115,00;-;119,32;119,32;117,55
09.12.2025 09:30;09.12.2025 09:45;107,74;102,42;96,02;101,09;107,74;55,21;101,09;98,16;116,40;113,67;98,16;127,10;111,93;-;116,40;116,40;114,66
09.12.2025 09:45;09.12.2025 10:00;100,07;94,41;84,96;91,33;100,07;32,99;91,33;88,68;118,26;108,25;88,68;127,10;106,86;-;115,28;115,28;112,39
09.12.2025 10:00;09.12.2025 10:15;107,52;102,61;94,74;101,03;107,52;52,57;99,96;97,04;127,09;114,88;97,43;122,38;114,11;-;115,67;122,80;119,99
09.12.2025 10:15;09.12.2025 10:30;102,68;97,05;89,32;96,01;102,68;44,85;94,91;92,14;116,68;108,25;92,52;122,38;107,78;-;114,58;114,58;111,97
09.12.2025 10:30;09.12.2025 10:45;102,20;94,73;86,14;94,25;102,20;32,48;92,94;90,22;115,62;107,77;90,59;122,38;107,39;-;114,36;114,36;111,40
09.12.2025 10:45;09.12.2025 11:00;99,84;89,80;79,73;90,02;99,84;11,86;88,40;85,81;110,37;107,71;86,16;122,38;105,54;-;110,37;111,75;108,86
09.12.2025 11:00;09.12.2025 11:15;105,35;93,76;85,79;95,51;105,35;16,79;94,28;91,53;113,41;109,42;91,90;118,00;109,37;-;110,37;114,92;111,75
09.12.2025 11:15;09.12.2025 11:30;103,92;91,66;83,08;93,43;103,92;9,57;92,12;89,43;112,50;108,25;89,79;118,00;108,20;-;109,30;114,11;110,74
09.12.2025 11:30;09.12.2025 11:45;103,22;90,35;81,28;92,18;103,22;3,90;90,80;88,15;112,26;107,78;88,51;118,00;107,73;-;107,59;113,95;110,40
09.12.2025 11:45;09.12.2025 12:00;100,87;88,57;78,83;90,10;100,87;0,87;88,39;86,17;110,57;107,69;86,52;118,00;106,22;-;107,54;112,49;109,22
09.12.2025 12:00;09.12.2025 12:15;99,21;90,03;79,55;90,15;99,21;11,19;87,51;84,11;120,08;107,78;88,75;115,14;106,87;-;105,78;116,94;113,15
09.12.2025 12:15;09.12.2025 12:30;96,04;88,41;76,68;87,50;96,04;9,38;84,43;81,74;121,45;108,25;86,25;115,14;105,61;-;104,32;117,03;113,41
09.12.2025 12:30;09.12.2025 12:45;97,91;89,02;78,77;89,66;97,91;10,90;86,71;83,95;110,94;111,00;88,57;115,14;105,64;-;102,68;112,13;110,00
09.12.2025 12:45;09.12.2025 13:00;98,16;89,56;79,57;90,18;98,16;13,20;87,34;84,56;108,87;112,96;89,22;115,14;106,00;-;101,67;111,34;109,82
09.12.2025 13:00;09.12.2025 13:15;99,26;91,91;80,00;90,78;99,26;11,52;88,01;85,20;118,20;118,17;89,90;120,10;109,85;-;103,43;118,07;116,26
09.12.2025 13:15;09.12.2025 13:30;99,83;92,15;80,48;91,32;99,83;11,79;88,53;85,71;118,20;117,40;90,43;120,10;109,91;-;104,34;118,05;116,07
09.12.2025 13:30;09.12.2025 13:45;101,96;91,50;79,70;92,25;101,96;0,88;89,03;86,19;118,21;116,39;90,95;120,10;110,87;-;106,17;118,93;116,20
09.12.2025 13:45;09.12.2025 14:00;103,35;93,28;81,49;93,30;103,35;3,83;90,65;87,09;120,36;120,72;91,90;120,10;113,30;-;107,74;121,30;119,04
09.12.2025 14:00;09.12.2025 14:15;91,74;90,32;74,48;84,42;91,74;10,01;81,40;79,47;111,50;140,68;83,85;124,11;111,89;-;111,50;117,05;120,39
09.12.2025 14:15;09.12.2025 14:30;99,32;97,92;78,55;89,92;99,32;0,25;86,89;84,13;125,28;166,06;96,18;124,11;126,45;-;115,00;132,70;137,79
09.12.2025 14:30;09.12.2025 14:45;103,99;101,99;82,19;94,12;103,99;0,00;90,94;88,05;131,24;174,04;100,70;124,11;132,47;-;115,67;139,02;144,37
09.12.2025 14:45;09.12.2025 15:00;105,83;103,65;84,10;95,98;105,82;2,17;92,81;89,87;132,98;175,64;102,48;124,11;134,21;-;116,96;140,74;146,07
09.12.2025 15:00;09.12.2025 15:15;104,32;93,70;83,30;92,54;104,32;13,00;89,64;86,00;115,67;108,24;101,01;128,18;108,77;-;115,67;116,13;112,44
09.12.2025 15:15;09.12.2025 15:30;108,71;98,55;87,89;95,90;108,71;20,00;92,75;88,93;127,60;114,33;105,25;128,18;114,54;-;116,40;125,23;120,94
